Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-u6qh,checkpoint-wwj4,checkpoint-75d5,branch-2gum,branch-dg21,branch-5lq7,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
36,1734541816319,18/12/2024 17:10:16,1734541816319,0,18/12/2024 17:10:16,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,21,passages,Sentences,3emlxf,1,response,space,4954.299999982119,4951.200000000012,4954.299999982119,4954.299999982119,4951.200000000012,4954.299999982119,1,4954.299999982119,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,7,It was almost as if scouts for Columbus had returned to Isabella’s court with the news that the world had turned out to be flat after all.,1,Easy,2,1,,,,,,,,,,,,
37,1734541818175,18/12/2024 17:10:18,1734541818175,0,18/12/2024 17:10:18,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,3,probe,Thought probe,muxvwp,1,response,no,1858.599999982107,1850.5,1858.599999982107,1858.599999982107,1850.5,1858.599999982107,1,1858.599999982107,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
38,1734541826125,18/12/2024 17:10:26,1734541826125,0,18/12/2024 17:10:26,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,22,passages,Sentences,3emlxf,1,response,space,7958.799999999988,7952.099999999977,7958.799999999988,7958.799999999988,7952.099999999977,7958.799999999988,1,7958.799999999988,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,8,"Hopeful astronomers reminded us that the Mariner IV had photographed a mere one percent of the Martian surface from 2,000 miles away.",1,Easy,2,1,,,,,,,,,,,,
39,1734541827612,18/12/2024 17:10:27,1734541827612,0,18/12/2024 17:10:27,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,4,probe,Thought probe,muxvwp,1,response,no,1493.2999999940512,1483.7000000000116,1493.2999999940512,1493.2999999940512,1483.7000000000116,1493.2999999940512,1,1493.2999999940512,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
40,1734541829092,18/12/2024 17:10:29,1734541829092,0,18/12/2024 17:10:29,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,23,passages,Sentences,3emlxf,1,response,space,1489.3999999761581,1483.7999999999884,1489.3999999761581,1489.3999999761581,1483.7999999999884,1489.3999999761581,1,1489.3999999761581,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,9,"In addition, the photos were taken from 2,000 miles away.",0,Easy,2,1,,,,,,,,,,,,
41,1734541833691,18/12/2024 17:10:33,1734541833691,0,18/12/2024 17:10:33,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,24,passages,Sentences,3emlxf,1,response,space,4604.99999998213,4601.100000000006,4604.99999998213,4604.99999998213,4601.100000000006,4604.99999998213,1,4604.99999998213,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,10,"And they pointed out that the Earth-orbiting Tiros weather satellite shot over 20,000 pictures before uncovering any evidence of life on Earth.",1,Easy,2,1,,,,,,,,,,,,
42,1734541834855,18/12/2024 17:10:34,1734541834855,0,18/12/2024 17:10:34,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,5,probe,Thought probe,muxvwp,1,response,no,1167.100000000035,1150.3000000000175,1167.100000000035,1167.100000000035,1150.3000000000175,1167.100000000035,1,1167.100000000035,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
43,1734541836877,18/12/2024 17:10:36,1734541836877,0,18/12/2024 17:10:36,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,25,passages,Sentences,3emlxf,1,response,space,2039.2999999999884,2034,2039.2999999999884,2039.2999999999884,2034,2039.2999999999884,1,2039.2999999999884,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,11,"But still, public enthusiasm for Martian exploration wilted.",1,Easy,2,1,,,,,,,,,,,,
44,1734541837974,18/12/2024 17:10:37,1734541837974,0,18/12/2024 17:10:37,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,6,probe,Thought probe,muxvwp,1,response,no,1102.9999999880674,1100,1102.9999999880674,1102.9999999880674,1100,1102.9999999880674,1,1102.9999999880674,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
45,1734541841016,18/12/2024 17:10:41,1734541841016,0,18/12/2024 17:10:41,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,26,passages,Sentences,3emlxf,1,response,space,3044.7999999999884,3034.1999999999825,3044.7999999999884,3044.7999999999884,3034.1999999999825,3044.7999999999884,1,3044.7999999999884,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,12,Few people seemed to care about life on Mars by the time Viking I landed on the Plain of Chrise in August.,0,Easy,2,1,,,,,,,,,,,,
46,1734541848542,18/12/2024 17:10:48,1734541848542,0,18/12/2024 17:10:48,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,27,passages,Sentences,3emlxf,1,response,space,7536.699999994045,7535.399999999994,7536.699999994045,7536.699999994045,7535.399999999994,7536.699999994045,1,7536.699999994045,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,13,"One Viking scientist, J. Richard Keefe, said that he was “disgusted” at the “blasé...apathetic” public response and the skimpy television coverage of one of the most magnificent scientific and technical accomplishments in human history.",0,Easy,2,1,,,,,,,,,,,,
47,1734541851206,18/12/2024 17:10:51,1734541851206,0,18/12/2024 17:10:51,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,2,instr_comprehension,Comprehension instruction,ki2jxw,1,response,space,2664.799999994051,2650.7000000000116,2664.799999994051,2664.799999994051,2650.7000000000116,2664.799999994051,1,2664.799999994051,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
48,1734541857172,18/12/2024 17:10:57,1734541857172,0,18/12/2024 17:10:57,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,5,comprehension,Comprehension questions,ers3wv,1,response,b,5980,5968.200000000012,5980,5980,5968.200000000012,5980,1,5980,0,0,,Click Response,response E,6,object-70,comprehension,,,2,1,,,,,,One weather satellite was named,b,Latos,Tiros,Prometheus,Sonar,Satelos,,,,,
49,1734541859670,18/12/2024 17:10:59,1734541859670,0,18/12/2024 17:10:59,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,6,comprehension,Comprehension questions,ers3wv,1,response,a,2509.899999994028,2500.6999999999825,2509.899999994028,2509.899999994028,2500.6999999999825,2509.899999994028,1,2509.899999994028,0,0,,Click Response,response A,2,object-66,comprehension,,,2,2,,,,,,One of the Mariners photographed how much of the surface of Mars?,a,One percent,Two percent,Three percent,Four percent,Five percent,,,,,
50,1734541866397,18/12/2024 17:11:06,1734541866397,0,18/12/2024 17:11:06,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,7,comprehension,Comprehension questions,ers3wv,1,response,a,6736.799999988085,6735,6736.799999988085,6736.799999988085,6735,6736.799999988085,1,6736.799999988085,0,0,,Click Response,response A,2,object-66,comprehension,,,2,3,,,,,,Interest in Mars diminished largely because,a,no Martians were found,the TV coverage was poor,the photos were all black and white,nothing was brought back to earth,the media did not appreciate the accomplishment,,,,,
51,1734541872321,18/12/2024 17:11:12,1734541872321,0,18/12/2024 17:11:12,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,8,comprehension,Comprehension questions,ers3wv,1,response,d,5925.799999988085,5918.200000000012,5925.799999988085,5925.799999988085,5918.200000000012,5925.799999988085,1,5925.799999988085,0,0,,Click Response,response A,2,object-66,comprehension,,,2,4,,,,,,Mention of the flat world was used to point out,d,the flatness of Mars,the lack of canals,the lack of seas,the lack of Martians,the lack of mountains,,,,,
52,1734541873317,18/12/2024 17:11:13,1734541873317,0,18/12/2024 17:11:13,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,28,passages,Sentences,3emlxf,1,response,space,1003.1999999821128,1000.2999999999884,1003.1999999821128,1003.1999999821128,1000.2999999999884,1003.1999999821128,1,1003.1999999821128,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,0,Passage 3,0,Easy,2,1,,,,,,,,,,,,
53,1734541875031,18/12/2024 17:11:15,1734541875031,0,18/12/2024 17:11:15,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,29,passages,Sentences,3emlxf,1,response,space,1716.8999999999942,1700.3999999999942,1716.8999999999942,1716.8999999999942,1700.3999999999942,1716.8999999999942,1,1716.8999999999942,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,1,Local governments were our first governments.,1,Easy,2,1,,,,,,,,,,,,
54,1734541876939,18/12/2024 17:11:16,1734541876939,0,18/12/2024 17:11:16,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,7,probe,Thought probe,muxvwp,1,response,no,1924.4999999821302,1917.3000000000175,1924.4999999821302,1924.4999999821302,1917.3000000000175,1924.4999999821302,1,1924.4999999821302,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
55,1734541881420,18/12/2024 17:11:21,1734541881420,0,18/12/2024 17:11:21,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,30,passages,Sentences,3emlxf,1,response,space,4488.099999988073,4484.5,4488.099999988073,4488.099999988073,4484.5,4488.099999988073,1,4488.099999988073,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,2,A local government was established when the oldest men in a primitive tribe formed a council and the tribe chose a chief.,0,Easy,2,1,,,,,,,,,,,,
56,1734541882938,18/12/2024 17:11:22,1734541882938,0,18/12/2024 17:11:22,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,31,passages,Sentences,3emlxf,1,response,space,1521.9999999940337,1517,1521.9999999940337,1521.9999999940337,1517,1521.9999999940337,1,1521.9999999940337,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,3,"The tribe was seeking a better, safer life.",0,Easy,2,1,,,,,,,,,,,,
57,1734541887107,18/12/2024 17:11:27,1734541887107,0,18/12/2024 17:11:27,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,32,passages,Sentences,3emlxf,1,response,space,4174.099999988073,4167.799999999988,4174.099999988073,4174.099999988073,4167.799999999988,4174.099999988073,1,4174.099999988073,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,4,"In the same way, the first English settlers soon realized that they needed rules and leaders after they landed at Jamestown, Virginia in 1607. ",0,Easy,2,1,,,,,,,,,,,,
58,1734541888655,18/12/2024 17:11:28,1734541888655,0,18/12/2024 17:11:28,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,33,passages,Sentences,3emlxf,1,response,space,1553.799999988085,1550.3999999999942,1553.799999988085,1553.799999988085,1550.3999999999942,1553.799999988085,1,1553.799999988085,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,5,"At first, the settlers had to look out for themselves. ",0,Easy,2,1,,,,,,,,,,,,
59,1734541891916,18/12/2024 17:11:31,1734541891916,0,18/12/2024 17:11:31,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,34,passages,Sentences,3emlxf,1,response,space,3264.7000000000116,3250.9000000000233,3264.7000000000116,3264.7000000000116,3250.9000000000233,3264.7000000000116,1,3264.7000000000116,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,6,"They searched for gold, and had to find their own food and provide their own shelter.",0,Easy,2,1,,,,,,,,,,,,
60,1734541895537,18/12/2024 17:11:35,1734541895537,0,18/12/2024 17:11:35,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,35,passages,Sentences,3emlxf,1,response,space,3634,3617.5,3634,3634,3617.5,3634,1,3634,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,7,"As food supplies began to run low, and as the colonists faced hunger and disease, they saw that they needed to work together if the colony was to survive.",1,Easy,2,1,,,,,,,,,,,,
61,1734541896600,18/12/2024 17:11:36,1734541896600,0,18/12/2024 17:11:36,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,8,probe,Thought probe,muxvwp,1,response,no,1080.599999982107,1067,1080.599999982107,1080.599999982107,1067,1080.599999982107,1,1080.599999982107,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
62,1734541897886,18/12/2024 17:11:37,1734541897886,0,18/12/2024 17:11:37,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,36,passages,Sentences,3emlxf,1,response,space,1299.099999982107,1283.6999999999825,1299.099999982107,1299.099999982107,1283.6999999999825,1299.099999982107,1,1299.099999982107,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,8,"So, they needed to work together if the colony was to survive.",0,Easy,2,1,,,,,,,,,,,,
63,1734541900098,18/12/2024 17:11:40,1734541900098,0,18/12/2024 17:11:40,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,37,passages,Sentences,3emlxf,1,response,space,2227.3999999821244,2217.3000000000175,2227.3999999821244,2227.3999999821244,2217.3000000000175,2227.3999999821244,1,2227.3999999821244,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,9,The colonists formed a council to make laws for the colony.,0,Easy,2,1,,,,,,,,,,,,
64,1734541901618,18/12/2024 17:11:41,1734541901618,0,18/12/2024 17:11:41,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,38,passages,Sentences,3emlxf,1,response,space,1530.399999994028,1516.8999999999942,1530.399999994028,1530.399999994028,1516.8999999999942,1530.399999994028,1,1530.399999994028,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,10,They chose Captain John Smith as president of the council. ,0,Easy,2,1,,,,,,,,,,,,
65,1734541903186,18/12/2024 17:11:43,1734541903186,0,18/12/2024 17:11:43,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,39,passages,Sentences,3emlxf,1,response,space,1581.1999999821128,1567.1000000000058,1581.1999999821128,1581.1999999821128,1567.1000000000058,1581.1999999821128,1,1581.1999999821128,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,11,His job was to see that the laws were carried out. ,0,Easy,2,1,,,,,,,,,,,,
66,1734541905769,18/12/2024 17:11:45,1734541905769,0,18/12/2024 17:11:45,202242,3,task-wn3e,,42105089,BLIND,12295569,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1366x768,1358x650,Study,,0,Mind wandering task,2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,set1_easy,set1_easy,40,passages,Sentences,3emlxf,1,response,space,2596.7999999999884,2584.0999999999767,2596.7999999999884,2596.7999999999884,2584.0999999999767,2596.7999999999884,1,2596.7999999999884,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,12,This government at Jamestown was the first local government in America.,1,Easy,2,1,,,,,,,,,,,,
