Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,branch-k46k,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
45,1703526720856,25/12/2023 17:52:00,1703526720856,0,25/12/2023 17:52:00,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,26,passages,Sentences,3emlxf,1,response,,4176,4166,4176,4176,4166,4176,1,4176,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,12,Few people seemed to care about life on Mars by the time Viking I landed on the Plain of Chrise in August.,0,Easy,2,1,,,,,,,,,,,,
46,1703526726660,25/12/2023 17:52:06,1703526726660,0,25/12/2023 17:52:06,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,27,passages,Sentences,3emlxf,1,response,,5814,5800,5814,5814,5800,5814,1,5814,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,13,"One Viking scientist, J. Richard Keefe, said that he was “disgusted” at the “blasé...apathetic” public response and the skimpy television coverage of one of the most magnificent scientific and technical accomplishments in human history.",0,Easy,2,1,,,,,,,,,,,,
47,1703526727691,25/12/2023 17:52:07,1703526727691,0,25/12/2023 17:52:07,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,2,instr_comprehension,Comprehension instruction,ki2jxw,1,response,,1045,1034,1045,1045,1034,1045,1,1045,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
48,1703526736530,25/12/2023 17:52:16,1703526736530,0,25/12/2023 17:52:16,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,5,comprehension,Comprehension questions,ers3wv,1,response,b,8851,8850,8851,8851,8850,8851,1,8851,0,0,,Click Response,response B,3,object-67,comprehension,,,2,1,,,,,,One weather satellite was named,b,Latos,Tiros,Prometheus,Sonar,Satelos,,,,,
49,1703526737858,25/12/2023 17:52:17,1703526737858,0,25/12/2023 17:52:17,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,6,comprehension,Comprehension questions,ers3wv,1,response,a,1329,1316,1329,1329,1316,1329,1,1329,0,0,,Click Response,response A,2,object-66,comprehension,,,2,2,,,,,,One of the Mariners photographed how much of the surface of Mars?,a,One percent,Two percent,Three percent,Four percent,Five percent,,,,,
50,1703526744887,25/12/2023 17:52:24,1703526744887,0,25/12/2023 17:52:24,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,7,comprehension,Comprehension questions,ers3wv,1,response,a,7042,7034,7042,7042,7034,7042,1,7042,0,0,,Click Response,response A,2,object-66,comprehension,,,2,3,,,,,,Interest in Mars diminished largely because,a,no Martians were found,the TV coverage was poor,the photos were all black and white,nothing was brought back to earth,the media did not appreciate the accomplishment,,,,,
51,1703526753113,25/12/2023 17:52:33,1703526753113,0,25/12/2023 17:52:33,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,8,comprehension,Comprehension questions,ers3wv,1,response,d,8232,8216,8232,8232,8216,8232,1,8232,0,0,,Click Response,response C,4,object-68,comprehension,,,2,4,,,,,,Mention of the flat world was used to point out,d,the flatness of Mars,the lack of canals,the lack of seas,the lack of Martians,the lack of mountains,,,,,
52,1703526755537,25/12/2023 17:52:35,1703526755537,0,25/12/2023 17:52:35,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,28,passages,Sentences,3emlxf,1,response,,2442,2434,2442,2442,2434,2442,1,2442,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,0,Passage 3,0,Easy,2,1,,,,,,,,,,,,
53,1703526757324,25/12/2023 17:52:37,1703526757324,0,25/12/2023 17:52:37,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,29,passages,Sentences,3emlxf,1,response,,1795.000000000029,1783,1795.000000000029,1795.000000000029,1783,1795.000000000029,1,1795.000000000029,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,1,Local governments were our first governments.,1,Easy,2,1,,,,,,,,,,,,
54,1703526761397,25/12/2023 17:52:41,1703526761397,0,25/12/2023 17:52:41,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,7,probe,Thought probe,muxvwp,1,response,no,4085,4083,4085,4085,4083,4085,1,4085,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
55,1703526766875,25/12/2023 17:52:46,1703526766875,0,25/12/2023 17:52:46,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,30,passages,Sentences,3emlxf,1,response,,5480,5467,5480,5480,5467,5480,1,5480,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,2,A local government was established when the oldest men in a primitive tribe formed a council and the tribe chose a chief.,0,Easy,2,1,,,,,,,,,,,,
56,1703526768164,25/12/2023 17:52:48,1703526768164,0,25/12/2023 17:52:48,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,31,passages,Sentences,3emlxf,1,response,,1302,1300,1302,1302,1300,1302,1,1302,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,3,"The tribe was seeking a better, safer life.",0,Easy,2,1,,,,,,,,,,,,
57,1703526771268,25/12/2023 17:52:51,1703526771268,0,25/12/2023 17:52:51,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,32,passages,Sentences,3emlxf,1,response,,3105,3100,3105,3105,3100,3105,1,3105,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,4,"In the same way, the first English settlers soon realized that they needed rules and leaders after they landed at Jamestown, Virginia in 1607. ",0,Easy,2,1,,,,,,,,,,,,
58,1703526772148,25/12/2023 17:52:52,1703526772148,0,25/12/2023 17:52:52,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,33,passages,Sentences,3emlxf,1,response,,886,883,886,886,883,886,1,886,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,5,"At first, the settlers had to look out for themselves. ",0,Easy,2,1,,,,,,,,,,,,
59,1703526773693,25/12/2023 17:52:53,1703526773693,0,25/12/2023 17:52:53,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,34,passages,Sentences,3emlxf,1,response,,1547,1534,1547,1547,1534,1547,1,1547,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,6,"They searched for gold, and had to find their own food and provide their own shelter.",0,Easy,2,1,,,,,,,,,,,,
60,1703526775807,25/12/2023 17:52:55,1703526775807,0,25/12/2023 17:52:55,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,35,passages,Sentences,3emlxf,1,response,,2127.000000000029,2116,2127.000000000029,2127.000000000029,2116,2127.000000000029,1,2127.000000000029,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,7,"As food supplies began to run low, and as the colonists faced hunger and disease, they saw that they needed to work together if the colony was to survive.",1,Easy,2,1,,,,,,,,,,,,
61,1703526777082,25/12/2023 17:52:57,1703526777082,0,25/12/2023 17:52:57,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,8,probe,Thought probe,muxvwp,1,response,no,1287,1284,1287,1287,1284,1287,1,1287,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
62,1703526778796,25/12/2023 17:52:58,1703526778796,0,25/12/2023 17:52:58,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,36,passages,Sentences,3emlxf,1,response,,1717,1716,1717,1717,1716,1717,1,1717,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,8,"So, they needed to work together if the colony was to survive.",0,Easy,2,1,,,,,,,,,,,,
63,1703526779729,25/12/2023 17:52:59,1703526779729,0,25/12/2023 17:52:59,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,37,passages,Sentences,3emlxf,1,response,,934,917,934,934,917,934,1,934,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,9,The colonists formed a council to make laws for the colony.,0,Easy,2,1,,,,,,,,,,,,
64,1703526780803,25/12/2023 17:53:00,1703526780803,0,25/12/2023 17:53:00,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,38,passages,Sentences,3emlxf,1,response,,1091,1083,1091,1091,1083,1091,1,1091,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,10,They chose Captain John Smith as president of the council. ,0,Easy,2,1,,,,,,,,,,,,
65,1703526782249,25/12/2023 17:53:02,1703526782249,0,25/12/2023 17:53:02,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,39,passages,Sentences,3emlxf,1,response,,1454,1450,1454,1454,1450,1454,1,1454,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,11,His job was to see that the laws were carried out. ,0,Easy,2,1,,,,,,,,,,,,
66,1703526783595,25/12/2023 17:53:03,1703526783595,0,25/12/2023 17:53:03,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,40,passages,Sentences,3emlxf,1,response,,1350,1334,1350,1350,1334,1350,1,1350,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,12,This government at Jamestown was the first local government in America.,1,Easy,2,1,,,,,,,,,,,,
67,1703526785390,25/12/2023 17:53:05,1703526785390,0,25/12/2023 17:53:05,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,9,probe,Thought probe,muxvwp,1,response,yes,1811.000000000029,1800,1811.000000000029,1811.000000000029,1800,1811.000000000029,1,1811.000000000029,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
68,1703526786990,25/12/2023 17:53:06,1703526786990,0,25/12/2023 17:53:06,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,41,passages,Sentences,3emlxf,1,response,,1611,1600,1611,1611,1600,1611,1,1611,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,13,"Today, local government is still the first and most important one in our lives. ",0,Easy,2,1,,,,,,,,,,,,
69,1703526788378,25/12/2023 17:53:08,1703526788378,0,25/12/2023 17:53:08,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,42,passages,Sentences,3emlxf,1,response,,1399.000000000029,1383,1399.000000000029,1399.000000000029,1383,1399.000000000029,1,1399.000000000029,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,14,"It protects our lives, our safety, and our homes, and it helps to keep our environment clean.",1,Easy,2,1,,,,,,,,,,,,
70,1703526789204,25/12/2023 17:53:09,1703526789204,0,25/12/2023 17:53:09,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,10,probe,Thought probe,muxvwp,1,response,yes,842,833,842,842,833,842,1,842,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
71,1703526791218,25/12/2023 17:53:11,1703526791218,0,25/12/2023 17:53:11,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,43,passages,Sentences,3emlxf,1,response,,2023,2017,2023,2023,2017,2023,1,2023,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,3,15,"Local government provides us with schools, libraries, and other important services.",0,Easy,2,1,,,,,,,,,,,,
72,1703526792587,25/12/2023 17:53:12,1703526792587,0,25/12/2023 17:53:12,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,3,instr_comprehension,Comprehension instruction,ki2jxw,1,response,,1375,1367,1375,1375,1367,1375,1,1375,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
73,1703526795152,25/12/2023 17:53:15,1703526795152,0,25/12/2023 17:53:15,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,9,comprehension,Comprehension questions,ers3wv,1,response,d,2572,2566,2572,2572,2566,2572,1,2572,0,0,,Click Response,response B,3,object-67,comprehension,,,3,1,,,,,,The first colonial government was,d,tribal,city,county,local,federal,,,,,
74,1703526799865,25/12/2023 17:53:19,1703526799865,0,25/12/2023 17:53:19,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,10,comprehension,Comprehension questions,ers3wv,1,response,c,4719.999999999971,4717,4719.999999999971,4719.999999999971,4717,4719.999999999971,1,4719.999999999971,0,0,,Click Response,response A,2,object-66,comprehension,,,3,2,,,,,,The Jamestown colonists formed a government because of,c,pride,greed,necessity,togetherness,public spirit,,,,,
75,1703526803071,25/12/2023 17:53:23,1703526803071,0,25/12/2023 17:53:23,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,11,comprehension,Comprehension questions,ers3wv,1,response,d,3209,3200,3209,3209,3200,3209,1,3209,0,0,,Click Response,response C,4,object-68,comprehension,,,3,3,,,,,,The best title for this selection would be,d,John Smith,The First Government,Jamestown,Local Government,American Government,,,,,
76,1703526807216,25/12/2023 17:53:27,1703526807216,0,25/12/2023 17:53:27,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,12,comprehension,Comprehension questions,ers3wv,1,response,d,4153,4150,4153,4153,4150,4153,1,4153,0,0,,Click Response,response B,3,object-67,comprehension,,,3,4,,,,,,The overall goal of local government seems to be public,d,regulation,wealth,growth,welfare,protection,,,,,
77,1703526808609,25/12/2023 17:53:28,1703526808609,0,25/12/2023 17:53:28,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,44,passages,Sentences,3emlxf,1,response,,1397,1383,1397,1397,1383,1397,1,1397,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,0,Passage 4,0,Easy,2,1,,,,,,,,,,,,
78,1703526810146,25/12/2023 17:53:30,1703526810146,0,25/12/2023 17:53:30,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,45,passages,Sentences,3emlxf,1,response,,1550,1534,1550,1550,1534,1550,1,1550,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,1,Random assignment is the key to experimental design.,0,Easy,2,1,,,,,,,,,,,,
79,1703526812362,25/12/2023 17:53:32,1703526812362,0,25/12/2023 17:53:32,155541,10,task-7qhb,,33860358,BLIND,10015908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,Controls,set1_easy,46,passages,Sentences,3emlxf,1,response,,2232,2216,2232,2232,2216,2232,1,2232,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,4,2,Random assignment insures that the results of experiments are not influenced by some extraneous variable.,0,Easy,2,1,,,,,,,,,,,,
