Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-u6qh,checkpoint-wwj4,checkpoint-75d5,branch-2gum,branch-dg21,branch-5lq7,Randomise questionnaire elements?,Question Key,Response
10,1736704827921,12/01/2025 18:00:27,1736704825777,0,12/01/2025 18:00:25,202242,3,questionnaire-7oy7,,42430233,BLIND,12380832,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x585,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1736704827921,12/01/2025 18:00:27,1736704825777,0,12/01/2025 18:00:25,202242,3,questionnaire-7oy7,,42430233,BLIND,12380832,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x585,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1736704827921,12/01/2025 18:00:27,1736704825777,0,12/01/2025 18:00:25,202242,3,questionnaire-7oy7,,42430233,BLIND,12380832,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x585,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1736704827921,12/01/2025 18:00:27,1736704825777,0,12/01/2025 18:00:25,202242,3,questionnaire-7oy7,,42430233,BLIND,12380832,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x585,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,19905
1,1736771971485,13/01/2025 12:39:31,1736771971341,0,13/01/2025 12:39:31,202242,3,questionnaire-7oy7,,42440044,BLIND,12383514,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736771987837,13/01/2025 12:39:47,1736771987734,0,13/01/2025 12:39:47,202242,3,questionnaire-7oy7,,42440044,BLIND,12383514,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x641,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,18
3,1736771987878,13/01/2025 12:39:47,1736771987736,0,13/01/2025 12:39:47,202242,3,questionnaire-7oy7,,42440044,BLIND,12383514,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x641,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Woman
4,1736771987878,13/01/2025 12:39:47,1736771987736,0,13/01/2025 12:39:47,202242,3,questionnaire-7oy7,,42440044,BLIND,12383514,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x641,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,2
5,1736771987878,13/01/2025 12:39:47,1736771987736,0,13/01/2025 12:39:47,202242,3,questionnaire-7oy7,,42440044,BLIND,12383514,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x641,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1736771987878,13/01/2025 12:39:47,1736771987736,0,13/01/2025 12:39:47,202242,3,questionnaire-7oy7,,42440044,BLIND,12383514,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x641,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Right
7,1736771987878,13/01/2025 12:39:47,1736771987736,0,13/01/2025 12:39:47,202242,3,questionnaire-7oy7,,42440044,BLIND,12383514,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x641,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,2
8,1736771987878,13/01/2025 12:39:47,1736771987736,0,13/01/2025 12:39:47,202242,3,questionnaire-7oy7,,42440044,BLIND,12383514,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x641,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1736771987878,13/01/2025 12:39:47,1736771987737,0,13/01/2025 12:39:47,202242,3,questionnaire-7oy7,,42440044,BLIND,12383514,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x641,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
10,1736771987878,13/01/2025 12:39:47,1736771987737,0,13/01/2025 12:39:47,202242,3,questionnaire-7oy7,,42440044,BLIND,12383514,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x641,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1736771987878,13/01/2025 12:39:47,1736771987737,0,13/01/2025 12:39:47,202242,3,questionnaire-7oy7,,42440044,BLIND,12383514,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x641,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1736771987878,13/01/2025 12:39:47,1736771987737,0,13/01/2025 12:39:47,202242,3,questionnaire-7oy7,,42440044,BLIND,12383514,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x641,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1736771987878,13/01/2025 12:39:47,1736771987737,0,13/01/2025 12:39:47,202242,3,questionnaire-7oy7,,42440044,BLIND,12383514,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x641,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,16396
1,1736773296911,13/01/2025 13:01:36,1736773296572,0,13/01/2025 13:01:36,202242,3,questionnaire-7oy7,,42440986,BLIND,12383663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1152,1078x979,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736773307001,13/01/2025 13:01:47,1736773306684,0,13/01/2025 13:01:46,202242,3,questionnaire-7oy7,,42440986,BLIND,12383663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1152,1078x979,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,18
3,1736773307072,13/01/2025 13:01:47,1736773306686,0,13/01/2025 13:01:46,202242,3,questionnaire-7oy7,,42440986,BLIND,12383663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1152,1078x979,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Woman
4,1736773307072,13/01/2025 13:01:47,1736773306686,0,13/01/2025 13:01:46,202242,3,questionnaire-7oy7,,42440986,BLIND,12383663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1152,1078x979,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,2
5,1736773307072,13/01/2025 13:01:47,1736773306686,0,13/01/2025 13:01:46,202242,3,questionnaire-7oy7,,42440986,BLIND,12383663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1152,1078x979,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1736773307072,13/01/2025 13:01:47,1736773306686,0,13/01/2025 13:01:46,202242,3,questionnaire-7oy7,,42440986,BLIND,12383663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1152,1078x979,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Right
7,1736773307072,13/01/2025 13:01:47,1736773306687,0,13/01/2025 13:01:46,202242,3,questionnaire-7oy7,,42440986,BLIND,12383663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1152,1078x979,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,2
8,1736773307072,13/01/2025 13:01:47,1736773306687,0,13/01/2025 13:01:46,202242,3,questionnaire-7oy7,,42440986,BLIND,12383663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1152,1078x979,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1736773307072,13/01/2025 13:01:47,1736773306687,0,13/01/2025 13:01:46,202242,3,questionnaire-7oy7,,42440986,BLIND,12383663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1152,1078x979,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
10,1736773307072,13/01/2025 13:01:47,1736773306687,0,13/01/2025 13:01:46,202242,3,questionnaire-7oy7,,42440986,BLIND,12383663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1152,1078x979,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1736773307072,13/01/2025 13:01:47,1736773306687,0,13/01/2025 13:01:46,202242,3,questionnaire-7oy7,,42440986,BLIND,12383663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1152,1078x979,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1736773307072,13/01/2025 13:01:47,1736773306687,0,13/01/2025 13:01:46,202242,3,questionnaire-7oy7,,42440986,BLIND,12383663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1152,1078x979,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1736773307072,13/01/2025 13:01:47,1736773306688,0,13/01/2025 13:01:46,202242,3,questionnaire-7oy7,,42440986,BLIND,12383663,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1152,1078x979,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,10116
1,1736781896659,13/01/2025 15:24:56,1736781896602,0,13/01/2025 15:24:56,202242,3,questionnaire-7oy7,,42446495,BLIND,12384943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,834x1194,1194x727,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736781910206,13/01/2025 15:25:10,1736781910178,0,13/01/2025 15:25:10,202242,3,questionnaire-7oy7,,42446495,BLIND,12384943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,834x1194,1194x727,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,18
3,1736781910291,13/01/2025 15:25:10,1736781910179,0,13/01/2025 15:25:10,202242,3,questionnaire-7oy7,,42446495,BLIND,12384943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,834x1194,1194x727,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Woman
4,1736781910291,13/01/2025 15:25:10,1736781910179,0,13/01/2025 15:25:10,202242,3,questionnaire-7oy7,,42446495,BLIND,12384943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,834x1194,1194x727,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,2
5,1736781910291,13/01/2025 15:25:10,1736781910180,0,13/01/2025 15:25:10,202242,3,questionnaire-7oy7,,42446495,BLIND,12384943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,834x1194,1194x727,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1736781910291,13/01/2025 15:25:10,1736781910180,0,13/01/2025 15:25:10,202242,3,questionnaire-7oy7,,42446495,BLIND,12384943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,834x1194,1194x727,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Right
7,1736781910291,13/01/2025 15:25:10,1736781910180,0,13/01/2025 15:25:10,202242,3,questionnaire-7oy7,,42446495,BLIND,12384943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,834x1194,1194x727,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,2
8,1736781910291,13/01/2025 15:25:10,1736781910180,0,13/01/2025 15:25:10,202242,3,questionnaire-7oy7,,42446495,BLIND,12384943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,834x1194,1194x727,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1736781910291,13/01/2025 15:25:10,1736781910180,0,13/01/2025 15:25:10,202242,3,questionnaire-7oy7,,42446495,BLIND,12384943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,834x1194,1194x727,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
10,1736781910291,13/01/2025 15:25:10,1736781910180,0,13/01/2025 15:25:10,202242,3,questionnaire-7oy7,,42446495,BLIND,12384943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,834x1194,1194x727,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1736781910291,13/01/2025 15:25:10,1736781910180,0,13/01/2025 15:25:10,202242,3,questionnaire-7oy7,,42446495,BLIND,12384943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,834x1194,1194x727,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1736781910291,13/01/2025 15:25:10,1736781910180,0,13/01/2025 15:25:10,202242,3,questionnaire-7oy7,,42446495,BLIND,12384943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,834x1194,1194x727,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1736781910291,13/01/2025 15:25:10,1736781910180,0,13/01/2025 15:25:10,202242,3,questionnaire-7oy7,,42446495,BLIND,12384943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,834x1194,1194x727,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,13578
1,1736786826660,13/01/2025 16:47:06,1736786826547,0,13/01/2025 16:47:06,202242,3,questionnaire-7oy7,,42448518,BLIND,12385571,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736786840443,13/01/2025 16:47:20,1736786840372,0,13/01/2025 16:47:20,202242,3,questionnaire-7oy7,,42448518,BLIND,12385571,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,19
3,1736786840493,13/01/2025 16:47:20,1736786840373,0,13/01/2025 16:47:20,202242,3,questionnaire-7oy7,,42448518,BLIND,12385571,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Woman
4,1736786840493,13/01/2025 16:47:20,1736786840373,0,13/01/2025 16:47:20,202242,3,questionnaire-7oy7,,42448518,BLIND,12385571,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,2
5,1736786840493,13/01/2025 16:47:20,1736786840373,0,13/01/2025 16:47:20,202242,3,questionnaire-7oy7,,42448518,BLIND,12385571,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1736786840493,13/01/2025 16:47:20,1736786840373,0,13/01/2025 16:47:20,202242,3,questionnaire-7oy7,,42448518,BLIND,12385571,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Right
7,1736786840493,13/01/2025 16:47:20,1736786840373,0,13/01/2025 16:47:20,202242,3,questionnaire-7oy7,,42448518,BLIND,12385571,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,2
8,1736786840493,13/01/2025 16:47:20,1736786840373,0,13/01/2025 16:47:20,202242,3,questionnaire-7oy7,,42448518,BLIND,12385571,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1736786840493,13/01/2025 16:47:20,1736786840373,0,13/01/2025 16:47:20,202242,3,questionnaire-7oy7,,42448518,BLIND,12385571,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
10,1736786840493,13/01/2025 16:47:20,1736786840373,0,13/01/2025 16:47:20,202242,3,questionnaire-7oy7,,42448518,BLIND,12385571,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1736786840493,13/01/2025 16:47:20,1736786840374,0,13/01/2025 16:47:20,202242,3,questionnaire-7oy7,,42448518,BLIND,12385571,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1736786840493,13/01/2025 16:47:20,1736786840374,0,13/01/2025 16:47:20,202242,3,questionnaire-7oy7,,42448518,BLIND,12385571,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1736786840493,13/01/2025 16:47:20,1736786840374,0,13/01/2025 16:47:20,202242,3,questionnaire-7oy7,,42448518,BLIND,12385571,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,13827
1,1736810583480,13/01/2025 23:23:03,1736810583407,0,13/01/2025 23:23:03,202242,3,questionnaire-7oy7,,42455603,BLIND,12387558,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x777,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736810598156,13/01/2025 23:23:18,1736810598146,0,13/01/2025 23:23:18,202242,3,questionnaire-7oy7,,42455603,BLIND,12387558,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x777,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,18
3,1736810598215,13/01/2025 23:23:18,1736810598147,0,13/01/2025 23:23:18,202242,3,questionnaire-7oy7,,42455603,BLIND,12387558,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x777,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender,Woman
4,1736810598215,13/01/2025 23:23:18,1736810598147,0,13/01/2025 23:23:18,202242,3,questionnaire-7oy7,,42455603,BLIND,12387558,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x777,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-quantised,2
5,1736810598215,13/01/2025 23:23:18,1736810598147,0,13/01/2025 23:23:18,202242,3,questionnaire-7oy7,,42455603,BLIND,12387558,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x777,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Gender-text,
6,1736810598215,13/01/2025 23:23:18,1736810598147,0,13/01/2025 23:23:18,202242,3,questionnaire-7oy7,,42455603,BLIND,12387558,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x777,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand,Right
7,1736810598215,13/01/2025 23:23:18,1736810598147,0,13/01/2025 23:23:18,202242,3,questionnaire-7oy7,,42455603,BLIND,12387558,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x777,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,categorical_hand-quantised,2
8,1736810598215,13/01/2025 23:23:18,1736810598148,0,13/01/2025 23:23:18,202242,3,questionnaire-7oy7,,42455603,BLIND,12387558,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x777,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education,Yes
9,1736810598215,13/01/2025 23:23:18,1736810598148,0,13/01/2025 23:23:18,202242,3,questionnaire-7oy7,,42455603,BLIND,12387558,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x777,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Education-quantised,1
10,1736810598215,13/01/2025 23:23:18,1736810598148,0,13/01/2025 23:23:18,202242,3,questionnaire-7oy7,,42455603,BLIND,12387558,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x777,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual,Yes
11,1736810598215,13/01/2025 23:23:18,1736810598148,0,13/01/2025 23:23:18,202242,3,questionnaire-7oy7,,42455603,BLIND,12387558,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x777,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-quantised,1
12,1736810598215,13/01/2025 23:23:18,1736810598148,0,13/01/2025 23:23:18,202242,3,questionnaire-7oy7,,42455603,BLIND,12387558,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x777,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Bilingual-text,
13,1736810598215,13/01/2025 23:23:18,1736810598148,0,13/01/2025 23:23:18,202242,3,questionnaire-7oy7,,42455603,BLIND,12387558,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x777,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,14741
1,1736877401243,14/01/2025 17:56:41,1736877400443,0,14/01/2025 17:56:40,202242,3,questionnaire-7oy7,,42473827,BLIND,12393415,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1528x898,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736877411665,14/01/2025 17:56:51,1736877410934,0,14/01/2025 17:56:50,202242,3,questionnaire-7oy7,,42473827,BLIND,12393415,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1528x898,Study,,,Demographics Questionnaire Adults (AS),5,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,Age,18
