Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,branch-s3b7,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Voucher,Store: Prize,branch-dgjt
8,1753459121761,25/07/2025 15:58,1753462721761,1,25/07/2025 17:58,234742,9,questionnaire-rusm,,48314682,BLINDED,13875978,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1190x729,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,END,19881,,,,,,,Voucher
1,1753468625055,25/07/2025 18:37,1753472225055,1,25/07/2025 20:37,234742,9,questionnaire-rusm,,48317088,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1440x812,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753468635281,25/07/2025 18:37,1753472235281,1,25/07/2025 20:37,234742,9,questionnaire-rusm,,48317088,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1440x812,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753468635281,25/07/2025 18:37,1753472235281,1,25/07/2025 20:37,234742,9,questionnaire-rusm,,48317088,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1440x812,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753468635281,25/07/2025 18:37,1753472235281,1,25/07/2025 20:37,234742,9,questionnaire-rusm,,48317088,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1440x812,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753468635282,25/07/2025 18:37,1753472235282,1,25/07/2025 20:37,234742,9,questionnaire-rusm,,48317088,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1440x812,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,10209,,,,,,,Voucher
1,1753476373178,25/07/2025 20:46,1753479973178,1,25/07/2025 22:46,234742,9,questionnaire-rusm,,48318769,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753476407735,25/07/2025 20:46,1753480007735,1,25/07/2025 22:46,234742,9,questionnaire-rusm,,48318769,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753476407735,25/07/2025 20:46,1753480007735,1,25/07/2025 22:46,234742,9,questionnaire-rusm,,48318769,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753476407735,25/07/2025 20:46,1753480007735,1,25/07/2025 22:46,234742,9,questionnaire-rusm,,48318769,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753476407735,25/07/2025 20:46,1753480007735,1,25/07/2025 22:46,234742,9,questionnaire-rusm,,48318769,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,END,34539,,,,,,,Voucher
1,1753550742670,26/07/2025 17:25,1753554342670,1,26/07/2025 19:25,234742,9,questionnaire-rusm,,48326831,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753550756808,26/07/2025 17:25,1753554356808,1,26/07/2025 19:25,234742,9,questionnaire-rusm,,48326831,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753550756808,26/07/2025 17:25,1753554356808,1,26/07/2025 19:25,234742,9,questionnaire-rusm,,48326831,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753550756809,26/07/2025 17:25,1753554356809,1,26/07/2025 19:25,234742,9,questionnaire-rusm,,48326831,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753550756810,26/07/2025 17:25,1753554356810,1,26/07/2025 19:25,234742,9,questionnaire-rusm,,48326831,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,END,14030,,,,,,,Voucher
1,1753628544363,27/07/2025 15:02,1753632144363,1,27/07/2025 17:02,234742,9,questionnaire-rusm,,48335955,BLINDED,13880418,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x639,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753628548824,27/07/2025 15:02,1753632148824,1,27/07/2025 17:02,234742,9,questionnaire-rusm,,48335955,BLINDED,13880418,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x639,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753628548824,27/07/2025 15:02,1753632148824,1,27/07/2025 17:02,234742,9,questionnaire-rusm,,48335955,BLINDED,13880418,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x639,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753628548825,27/07/2025 15:02,1753632148825,1,27/07/2025 17:02,234742,9,questionnaire-rusm,,48335955,BLINDED,13880418,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x639,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753628548825,27/07/2025 15:02,1753632148825,1,27/07/2025 17:02,234742,9,questionnaire-rusm,,48335955,BLINDED,13880418,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x639,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,END,4423,,,,,,,Voucher
1,1753674461455,28/07/2025 03:47,1753678061455,1,28/07/2025 05:47,234742,9,questionnaire-rusm,,48340563,BLINDED,13881637,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x898,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753674466705,28/07/2025 03:47,1753678066705,1,28/07/2025 05:47,234742,9,questionnaire-rusm,,48340563,BLINDED,13881637,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x898,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753674466705,28/07/2025 03:47,1753678066705,1,28/07/2025 05:47,234742,9,questionnaire-rusm,,48340563,BLINDED,13881637,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x898,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753674466705,28/07/2025 03:47,1753678066705,1,28/07/2025 05:47,234742,9,questionnaire-rusm,,48340563,BLINDED,13881637,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x898,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753674466706,28/07/2025 03:47,1753678066706,1,28/07/2025 05:47,234742,9,questionnaire-rusm,,48340563,BLINDED,13881637,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x898,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,5213,,,,,,,Voucher
1,1753702848688,28/07/2025 11:40,1753706448688,1,28/07/2025 13:40,234742,9,questionnaire-rusm,,48347969,BLINDED,13883538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753702852058,28/07/2025 11:40,1753706452058,1,28/07/2025 13:40,234742,9,questionnaire-rusm,,48347969,BLINDED,13883538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753702852058,28/07/2025 11:40,1753706452058,1,28/07/2025 13:40,234742,9,questionnaire-rusm,,48347969,BLINDED,13883538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753702852059,28/07/2025 11:40,1753706452059,1,28/07/2025 13:40,234742,9,questionnaire-rusm,,48347969,BLINDED,13883538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753702852059,28/07/2025 11:40,1753706452059,1,28/07/2025 13:40,234742,9,questionnaire-rusm,,48347969,BLINDED,13883538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,3331,,,,,,,Voucher
1,1753706687377,28/07/2025 12:44,1753713887377,2,28/07/2025 16:44,234742,9,questionnaire-rusm,,48349415,BLINDED,13884078,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1371x724,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753706692798,28/07/2025 12:44,1753713892798,2,28/07/2025 16:44,234742,9,questionnaire-rusm,,48349415,BLINDED,13884078,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1371x724,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753706692798,28/07/2025 12:44,1753713892798,2,28/07/2025 16:44,234742,9,questionnaire-rusm,,48349415,BLINDED,13884078,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1371x724,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753706692798,28/07/2025 12:44,1753713892798,2,28/07/2025 16:44,234742,9,questionnaire-rusm,,48349415,BLINDED,13884078,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1371x724,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753706692798,28/07/2025 12:44,1753713892798,2,28/07/2025 16:44,234742,9,questionnaire-rusm,,48349415,BLINDED,13884078,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1371x724,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,END,5400,,,,,,,Voucher
1,1753709116808,28/07/2025 13:25,1753712716808,1,28/07/2025 15:25,234742,9,questionnaire-rusm,,48350207,BLINDED,13884260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x953,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753709120011,28/07/2025 13:25,1753712720011,1,28/07/2025 15:25,234742,9,questionnaire-rusm,,48350207,BLINDED,13884260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x953,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753709120011,28/07/2025 13:25,1753712720011,1,28/07/2025 15:25,234742,9,questionnaire-rusm,,48350207,BLINDED,13884260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x953,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753709120011,28/07/2025 13:25,1753712720011,1,28/07/2025 15:25,234742,9,questionnaire-rusm,,48350207,BLINDED,13884260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x953,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753709120012,28/07/2025 13:25,1753712720012,1,28/07/2025 15:25,234742,9,questionnaire-rusm,,48350207,BLINDED,13884260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x953,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,3184,,,,,,,Voucher
1,1753712217233,28/07/2025 14:16,1753715817233,1,28/07/2025 16:16,234742,9,questionnaire-rusm,,48351088,BLINDED,13884574,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x911,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753712219971,28/07/2025 14:16,1753715819971,1,28/07/2025 16:16,234742,9,questionnaire-rusm,,48351088,BLINDED,13884574,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x911,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753712219971,28/07/2025 14:16,1753715819971,1,28/07/2025 16:16,234742,9,questionnaire-rusm,,48351088,BLINDED,13884574,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x911,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753712219971,28/07/2025 14:16,1753715819971,1,28/07/2025 16:16,234742,9,questionnaire-rusm,,48351088,BLINDED,13884574,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x911,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753712219971,28/07/2025 14:16,1753715819971,1,28/07/2025 16:16,234742,9,questionnaire-rusm,,48351088,BLINDED,13884574,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x911,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,2716,,,,,,,Voucher
1,1753712176111,28/07/2025 14:16,1753715776111,1,28/07/2025 16:16,234742,9,questionnaire-rusm,,48351070,BLINDED,13884575,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1440x820,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753712180337,28/07/2025 14:16,1753715780337,1,28/07/2025 16:16,234742,9,questionnaire-rusm,,48351070,BLINDED,13884575,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1440x820,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753712180337,28/07/2025 14:16,1753715780337,1,28/07/2025 16:16,234742,9,questionnaire-rusm,,48351070,BLINDED,13884575,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1440x820,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753712180337,28/07/2025 14:16,1753715780337,1,28/07/2025 16:16,234742,9,questionnaire-rusm,,48351070,BLINDED,13884575,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1440x820,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753712180338,28/07/2025 14:16,1753715780338,1,28/07/2025 16:16,234742,9,questionnaire-rusm,,48351070,BLINDED,13884575,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1440x820,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,END,4205,,,,,,,Voucher
1,1753738542615,28/07/2025 21:35,1753742142615,1,28/07/2025 23:35,234742,9,questionnaire-rusm,,48362288,BLINDED,13886867,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1504x1003,1496x877,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,Voucher
5,1753738546334,28/07/2025 21:35,1753742146334,1,28/07/2025 23:35,234742,9,questionnaire-rusm,,48362288,BLINDED,13886867,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1504x1003,1496x877,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,Yes,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
6,1753738546334,28/07/2025 21:35,1753742146334,1,28/07/2025 23:35,234742,9,questionnaire-rusm,,48362288,BLINDED,13886867,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1504x1003,1496x877,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,1,,Yes|No,Multiple Choice,2,object-21,,1,Voucher
7,1753738546334,28/07/2025 21:35,1753742146334,1,28/07/2025 23:35,234742,9,questionnaire-rusm,,48362288,BLINDED,13886867,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1504x1003,1496x877,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,Prize,response,score,1,,,,,,,,Voucher
8,1753738546334,28/07/2025 21:35,1753742146334,1,28/07/2025 23:35,234742,9,questionnaire-rusm,,48362288,BLINDED,13886867,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1504x1003,1496x877,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,END,3689,,,,,,,Voucher
1,1753782707758,29/07/2025 09:51,1753786307758,1,29/07/2025 11:51,234742,9,questionnaire-rusm,,48386220,BLINDED,13889770,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x551,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,No Voucher
5,1753782719169,29/07/2025 09:51,1753786319169,1,29/07/2025 11:51,234742,9,questionnaire-rusm,,48386220,BLINDED,13889770,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x551,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,No,,Yes|No,Multiple Choice,2,object-21,,0,No Voucher
6,1753782719169,29/07/2025 09:51,1753786319169,1,29/07/2025 11:51,234742,9,questionnaire-rusm,,48386220,BLINDED,13889770,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x551,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,2,,Yes|No,Multiple Choice,2,object-21,,0,No Voucher
7,1753782719170,29/07/2025 09:51,1753786319170,1,29/07/2025 11:51,234742,9,questionnaire-rusm,,48386220,BLINDED,13889770,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x551,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,0,,,,,,,,No Voucher
8,1753782719171,29/07/2025 09:51,1753786319171,1,29/07/2025 11:51,234742,9,questionnaire-rusm,,48386220,BLINDED,13889770,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x551,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,11361,,,,,,,No Voucher
1,1753783116198,29/07/2025 09:58,1753786716198,1,29/07/2025 11:58,234742,9,questionnaire-rusm,,48386709,BLINDED,13889851,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,No Voucher
5,1753783126707,29/07/2025 09:58,1753786726707,1,29/07/2025 11:58,234742,9,questionnaire-rusm,,48386709,BLINDED,13889851,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,No,,Yes|No,Multiple Choice,2,object-21,,0,No Voucher
6,1753783126707,29/07/2025 09:58,1753786726707,1,29/07/2025 11:58,234742,9,questionnaire-rusm,,48386709,BLINDED,13889851,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,2,,Yes|No,Multiple Choice,2,object-21,,0,No Voucher
7,1753783126707,29/07/2025 09:58,1753786726707,1,29/07/2025 11:58,234742,9,questionnaire-rusm,,48386709,BLINDED,13889851,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,Prize,response,score,0,,,,,,,,No Voucher
8,1753783126707,29/07/2025 09:58,1753786726707,1,29/07/2025 11:58,234742,9,questionnaire-rusm,,48386709,BLINDED,13889851,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,FB - VOUCHER CHOICE,3,selfreport_probe,Eligible,,,,,info,,END,10496,,,,,,,No Voucher
1,1753795614914,29/07/2025 13:26,1753799214914,1,29/07/2025 15:26,234742,9,questionnaire-rusm,,48396780,BLINDED,13891246,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,No Voucher
5,1753795625684,29/07/2025 13:27,1753799225684,1,29/07/2025 15:27,234742,9,questionnaire-rusm,,48396780,BLINDED,13891246,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,value,No,,Yes|No,Multiple Choice,2,object-21,,0,No Voucher
6,1753795625684,29/07/2025 13:27,1753799225684,1,29/07/2025 15:27,234742,9,questionnaire-rusm,,48396780,BLINDED,13891246,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,Page 1,1pydpy,1,**Would you like to enter the prize draw?**,response,quantised,2,,Yes|No,Multiple Choice,2,object-21,,0,No Voucher
7,1753795625684,29/07/2025 13:27,1753799225684,1,29/07/2025 15:27,234742,9,questionnaire-rusm,,48396780,BLINDED,13891246,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,Prize,response,score,0,,,,,,,,No Voucher
8,1753795625685,29/07/2025 13:27,1753799225685,1,29/07/2025 15:27,234742,9,questionnaire-rusm,,48396780,BLINDED,13891246,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,0,FB - VOUCHER CHOICE,3,probe_selfreport,Eligible,,,,,info,,END,10738,,,,,,,No Voucher
