Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instr_text,Spreadsheet: digit,Spreadsheet: correct,Spreadsheet: random_blocks,Spreadsheet: random_trials,Spreadsheet: size,randomiser-mq2e,branch-s3b7,branch-dgjt
66,1753197950991,22/07/2025 15:25,1753201550991,1,22/07/2025 17:25,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,29,trial_withFeedback,digit,9x41os,1,timedOut,,201.29999992848025,200,201.29999992848025,201.29999992848025,200,201.29999992848025,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,5,space,,,120,probe_selfreport,Eligible,Voucher
67,1753197951890,22/07/2025 15:25,1753201551890,1,22/07/2025 17:25,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,29,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.4000000000087,899.4000000000087,899.4000000000087,899.4000000000087,899.4000000000087,899.4000000000087,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,5,space,,,120,probe_selfreport,Eligible,Voucher
68,1753197953073,22/07/2025 15:25,1753201553073,1,22/07/2025 17:25,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,30,trial_withFeedback,digit,9x41os,1,timedOut,,200.8000000000029,199.8000000000029,200.8000000000029,200.8000000000029,199.8000000000029,200.8000000000029,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,8,space,,,100,probe_selfreport,Eligible,Voucher
69,1753197953175,22/07/2025 15:25,1753201553175,1,22/07/2025 17:25,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,30,trial_withFeedback,mask,zabu7l,2,response,space,103.19999992847443,99.80000000000291,103.19999992847443,103.19999992847443,99.80000000000291,103.19999992847443,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,8,space,,,100,probe_selfreport,Eligible,Voucher
70,1753197954372,22/07/2025 15:25,1753201554372,1,22/07/2025 17:25,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,31,trial_withFeedback,digit,9x41os,1,timedOut,,200.79999992848025,199.8000000000029,200.79999992848025,200.79999992848025,199.8000000000029,200.79999992848025,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,7,space,,,90,probe_selfreport,Eligible,Voucher
71,1753197954442,22/07/2025 15:25,1753201554442,1,22/07/2025 17:25,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,31,trial_withFeedback,mask,zabu7l,2,response,space,71.80000000000291,66.60000000000582,71.80000000000291,71.80000000000291,66.60000000000582,71.80000000000291,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,7,space,,,90,probe_selfreport,Eligible,Voucher
72,1753197957370,22/07/2025 15:25,1753201557370,1,22/07/2025 17:25,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,2,probe,screen1,zdzjkm,1,response,,1933.7999999284802,1931.4000000000087,1933.7999999284802,1933.7999999284802,1931.4000000000087,1933.7999999284802,1,0,0,on task,Click Response,resp_onTask,2,object-133,probe,,,,,,,probe_selfreport,Eligible,Voucher
73,1753197962366,22/07/2025 15:26,1753201562366,1,22/07/2025 17:26,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,2,probe,ready,gcqbye,2,timedOut,,4997.999999952313,4995.599999999991,4997.999999952313,4997.999999952313,4995.599999999991,4997.999999952313,1,0,0,,Time Limit,screen,0,screen,probe,,,,,,,probe_selfreport,Eligible,Voucher
74,1753197962564,22/07/2025 15:26,1753201562564,1,22/07/2025 17:26,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,32,trial_withFeedback,digit,9x41os,1,timedOut,,200.60000000000582,199.70000000001164,200.60000000000582,200.60000000000582,199.70000000001164,200.60000000000582,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,6,space,,,160,probe_selfreport,Eligible,Voucher
75,1753197963463,22/07/2025 15:26,1753201563463,1,22/07/2025 17:26,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,32,trial_withFeedback,mask,zabu7l,2,response,noresponse,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,6,space,,,160,probe_selfreport,Eligible,Voucher
76,1753197964464,22/07/2025 15:26,1753201564464,1,22/07/2025 17:26,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,33,trial_withFeedback,digit,9x41os,1,response,noresponse,19.599999952319195,16.40000000000873,19.599999952319195,19.599999952319195,16.40000000000873,19.599999952319195,1,0,0,space,Keyboard Response,response,3,object-177,trial_withFeedback,,3,noresponse,,,110,probe_selfreport,Eligible,Voucher
77,1753197966167,22/07/2025 15:26,1753201566167,1,22/07/2025 17:26,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,33,trial_withFeedback,mask,zabu7l,2,response,space,706.199999976161,699.1000000000058,706.199999976161,706.199999976161,699.1000000000058,706.199999976161,0,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,3,noresponse,,,110,probe_selfreport,Eligible,Voucher
78,1753197967361,22/07/2025 15:26,1753201567361,1,22/07/2025 17:26,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,34,trial_withFeedback,digit,9x41os,1,timedOut,,201.89999997615814,199.6999999999971,201.89999997615814,201.89999997615814,199.6999999999971,201.89999997615814,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,1,space,,,160,probe_selfreport,Eligible,Voucher
79,1753197967421,22/07/2025 15:26,1753201567421,1,22/07/2025 17:26,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,34,trial_withFeedback,mask,zabu7l,2,response,space,62.80000000000291,49.80000000000291,62.80000000000291,62.80000000000291,49.80000000000291,62.80000000000291,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,1,space,,,160,probe_selfreport,Eligible,Voucher
80,1753197968610,22/07/2025 15:26,1753201568610,1,22/07/2025 17:26,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,35,trial_withFeedback,digit,9x41os,1,timedOut,,202.19999995231046,199.89999999999418,202.19999995231046,202.19999995231046,199.89999999999418,202.19999995231046,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,5,space,,,150,probe_selfreport,Eligible,Voucher
81,1753197968710,22/07/2025 15:26,1753201568710,1,22/07/2025 17:26,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,35,trial_withFeedback,mask,zabu7l,2,response,space,103,100,103,103,100,103,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,5,space,,,150,probe_selfreport,Eligible,Voucher
82,1753197969907,22/07/2025 15:26,1753201569907,1,22/07/2025 17:26,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,36,trial_withFeedback,digit,9x41os,1,timedOut,,200.79999992848025,199.90000000000873,200.79999992848025,200.79999992848025,199.90000000000873,200.79999992848025,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,2,space,,,150,probe_selfreport,Eligible,Voucher
83,1753197969984,22/07/2025 15:26,1753201569984,1,22/07/2025 17:26,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,36,trial_withFeedback,mask,zabu7l,2,response,space,77.59999997615523,66.59999999999127,77.59999997615523,77.59999997615523,66.59999999999127,77.59999997615523,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,2,space,,,150,probe_selfreport,Eligible,Voucher
84,1753197973517,22/07/2025 15:26,1753201573517,1,22/07/2025 17:26,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,4,instruction1,screen1,755tgm,1,continue,,2545.399999952322,2530.7000000000116,2545.399999952322,2545.399999952322,2530.7000000000116,2545.399999952322,1,0,0,,Click To Continue,next,3,object-4,instruction1,"## You've now completed the second practice.
<br/><br/>
## Well done!
<br/><br/>
## We'll do one more practice block, but this time you won't receive any feedback.",,,,,,probe_selfreport,Eligible,Voucher
85,1753197978499,22/07/2025 15:26,1753201578499,1,22/07/2025 17:26,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,3,ready,screen1,vndsmx,1,timedOut,,4996.799999976152,4995.699999999997,4996.799999976152,4996.799999976152,4995.699999999997,4996.799999976152,1,0,0,,Time Limit,screen,0,screen,ready,,,,,,,probe_selfreport,Eligible,Voucher
86,1753197978698,22/07/2025 15:26,1753201578698,1,22/07/2025 17:26,234742,8,task-jj2g,,48248935,BLINDED,13860366,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,1,trial,digit,9l7l5c,1,timedOut,,200.09999997615523,199.39999999999418,200.09999997615523,200.09999997615523,199.39999999999418,200.09999997615523,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,,,90,probe_selfreport,Eligible,Voucher
