Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Randomise questionnaire elements?,Question Key,Response
1,1719917936358,02/07/2024 10:58:56,1719917936354,1,02/07/2024 11:58:56,179131,14,questionnaire-ynix,,38673784,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1719917949620,02/07/2024 10:59:09,1719917949669,1,02/07/2024 11:59:09,179131,14,questionnaire-ynix,,38673784,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1256x694,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent1,1
3,1719917949705,02/07/2024 10:59:09,1719917949670,1,02/07/2024 11:59:09,179131,14,questionnaire-ynix,,38673784,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1256x694,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent2,1
4,1719917949705,02/07/2024 10:59:09,1719917949671,1,02/07/2024 11:59:09,179131,14,questionnaire-ynix,,38673784,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1256x694,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent3,1
5,1719917949705,02/07/2024 10:59:09,1719917949671,1,02/07/2024 11:59:09,179131,14,questionnaire-ynix,,38673784,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1256x694,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent4,1
6,1719917949705,02/07/2024 10:59:09,1719917949671,1,02/07/2024 11:59:09,179131,14,questionnaire-ynix,,38673784,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1256x694,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent5,1
7,1719917949705,02/07/2024 10:59:09,1719917949671,1,02/07/2024 11:59:09,179131,14,questionnaire-ynix,,38673784,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1256x694,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent6,1
8,1719917949705,02/07/2024 10:59:09,1719917949671,1,02/07/2024 11:59:09,179131,14,questionnaire-ynix,,38673784,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1256x694,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent7,1
9,1719917949705,02/07/2024 10:59:09,1719917949671,1,02/07/2024 11:59:09,179131,14,questionnaire-ynix,,38673784,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1256x694,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,13317
1,1720004289151,03/07/2024 10:58:09,1720004289092,1,03/07/2024 11:58:09,179131,14,questionnaire-ynix,,38722822,BLIND,11364855,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x1024,1232x876,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1720004304245,03/07/2024 10:58:24,1720004304251,1,03/07/2024 11:58:24,179131,14,questionnaire-ynix,,38722822,BLIND,11364855,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x1024,1217x876,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent1,1
3,1720004304292,03/07/2024 10:58:24,1720004304253,1,03/07/2024 11:58:24,179131,14,questionnaire-ynix,,38722822,BLIND,11364855,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x1024,1217x876,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent2,1
4,1720004304292,03/07/2024 10:58:24,1720004304253,1,03/07/2024 11:58:24,179131,14,questionnaire-ynix,,38722822,BLIND,11364855,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x1024,1217x876,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent3,1
5,1720004304292,03/07/2024 10:58:24,1720004304253,1,03/07/2024 11:58:24,179131,14,questionnaire-ynix,,38722822,BLIND,11364855,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x1024,1217x876,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent4,1
6,1720004304292,03/07/2024 10:58:24,1720004304253,1,03/07/2024 11:58:24,179131,14,questionnaire-ynix,,38722822,BLIND,11364855,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x1024,1217x876,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent5,1
7,1720004304292,03/07/2024 10:58:24,1720004304253,1,03/07/2024 11:58:24,179131,14,questionnaire-ynix,,38722822,BLIND,11364855,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x1024,1217x876,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent6,1
8,1720004304292,03/07/2024 10:58:24,1720004304253,1,03/07/2024 11:58:24,179131,14,questionnaire-ynix,,38722822,BLIND,11364855,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x1024,1217x876,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent7,1
9,1720004304292,03/07/2024 10:58:24,1720004304254,1,03/07/2024 11:58:24,179131,14,questionnaire-ynix,,38722822,BLIND,11364855,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x1024,1217x876,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,15162
1,1720004854748,03/07/2024 11:07:34,1720004854723,1,03/07/2024 12:07:34,179131,14,questionnaire-ynix,,38723039,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1720004869105,03/07/2024 11:07:49,1720004869130,1,03/07/2024 12:07:49,179131,14,questionnaire-ynix,,38723039,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1263x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent1,1
3,1720004869189,03/07/2024 11:07:49,1720004869131,1,03/07/2024 12:07:49,179131,14,questionnaire-ynix,,38723039,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1263x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent2,1
4,1720004869189,03/07/2024 11:07:49,1720004869131,1,03/07/2024 12:07:49,179131,14,questionnaire-ynix,,38723039,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1263x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent3,1
5,1720004869189,03/07/2024 11:07:49,1720004869131,1,03/07/2024 12:07:49,179131,14,questionnaire-ynix,,38723039,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1263x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent4,1
6,1720004869189,03/07/2024 11:07:49,1720004869131,1,03/07/2024 12:07:49,179131,14,questionnaire-ynix,,38723039,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1263x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent5,1
7,1720004869189,03/07/2024 11:07:49,1720004869131,1,03/07/2024 12:07:49,179131,14,questionnaire-ynix,,38723039,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1263x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent6,1
8,1720004869189,03/07/2024 11:07:49,1720004869131,1,03/07/2024 12:07:49,179131,14,questionnaire-ynix,,38723039,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1263x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent7,1
9,1720004869189,03/07/2024 11:07:49,1720004869131,1,03/07/2024 12:07:49,179131,14,questionnaire-ynix,,38723039,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1263x889,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,14408
1,1720125820199,04/07/2024 20:43:40,1720125819453,1,04/07/2024 21:43:39,179131,14,questionnaire-ynix,,38761379,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1720125839602,04/07/2024 20:43:59,1720125838915,1,04/07/2024 21:43:58,179131,14,questionnaire-ynix,,38761379,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent1,1
3,1720125839725,04/07/2024 20:43:59,1720125838919,1,04/07/2024 21:43:58,179131,14,questionnaire-ynix,,38761379,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent2,1
4,1720125839725,04/07/2024 20:43:59,1720125838920,1,04/07/2024 21:43:58,179131,14,questionnaire-ynix,,38761379,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent3,1
5,1720125839725,04/07/2024 20:43:59,1720125838920,1,04/07/2024 21:43:58,179131,14,questionnaire-ynix,,38761379,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent4,1
6,1720125839725,04/07/2024 20:43:59,1720125838921,1,04/07/2024 21:43:58,179131,14,questionnaire-ynix,,38761379,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent5,1
7,1720125839725,04/07/2024 20:43:59,1720125838921,1,04/07/2024 21:43:58,179131,14,questionnaire-ynix,,38761379,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent6,1
8,1720125839725,04/07/2024 20:43:59,1720125838923,1,04/07/2024 21:43:58,179131,14,questionnaire-ynix,,38761379,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent7,1
9,1720125839725,04/07/2024 20:43:59,1720125838923,1,04/07/2024 21:43:58,179131,14,questionnaire-ynix,,38761379,BLIND,11374756,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1280x720,1280x569,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,19470
1,1720182088365,05/07/2024 12:21:28,1720182088253,1,05/07/2024 13:21:28,179131,14,questionnaire-ynix,,38770553,BLIND,11376874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1720182096624,05/07/2024 12:21:36,1720182096488,1,05/07/2024 13:21:36,179131,14,questionnaire-ynix,,38770553,BLIND,11376874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x919,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent1,1
3,1720182096715,05/07/2024 12:21:36,1720182096491,1,05/07/2024 13:21:36,179131,14,questionnaire-ynix,,38770553,BLIND,11376874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x919,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent2,1
4,1720182096715,05/07/2024 12:21:36,1720182096491,1,05/07/2024 13:21:36,179131,14,questionnaire-ynix,,38770553,BLIND,11376874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x919,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent3,1
5,1720182096715,05/07/2024 12:21:36,1720182096491,1,05/07/2024 13:21:36,179131,14,questionnaire-ynix,,38770553,BLIND,11376874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x919,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent4,1
6,1720182096715,05/07/2024 12:21:36,1720182096492,1,05/07/2024 13:21:36,179131,14,questionnaire-ynix,,38770553,BLIND,11376874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x919,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent5,1
7,1720182096715,05/07/2024 12:21:36,1720182096492,1,05/07/2024 13:21:36,179131,14,questionnaire-ynix,,38770553,BLIND,11376874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x919,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent6,1
8,1720182096715,05/07/2024 12:21:36,1720182096492,1,05/07/2024 13:21:36,179131,14,questionnaire-ynix,,38770553,BLIND,11376874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x919,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent7,1
9,1720182096715,05/07/2024 12:21:36,1720182096492,1,05/07/2024 13:21:36,179131,14,questionnaire-ynix,,38770553,BLIND,11376874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x919,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,8239
1,1720631670083,10/07/2024 17:14:30,1720631668684,1,10/07/2024 18:14:28,179131,14,questionnaire-ynix,,38879604,BLIND,11404877,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x559,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1720631741894,10/07/2024 17:15:41,1720631740796,1,10/07/2024 18:15:40,179131,14,questionnaire-ynix,,38879604,BLIND,11404877,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1263x559,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent1,1
3,1720631741944,10/07/2024 17:15:41,1720631740797,1,10/07/2024 18:15:40,179131,14,questionnaire-ynix,,38879604,BLIND,11404877,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1263x559,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent2,1
4,1720631741944,10/07/2024 17:15:41,1720631740797,1,10/07/2024 18:15:40,179131,14,questionnaire-ynix,,38879604,BLIND,11404877,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1263x559,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent3,1
5,1720631741944,10/07/2024 17:15:41,1720631740798,1,10/07/2024 18:15:40,179131,14,questionnaire-ynix,,38879604,BLIND,11404877,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1263x559,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent4,1
6,1720631741944,10/07/2024 17:15:41,1720631740798,1,10/07/2024 18:15:40,179131,14,questionnaire-ynix,,38879604,BLIND,11404877,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1263x559,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent5,1
7,1720631741944,10/07/2024 17:15:41,1720631740798,1,10/07/2024 18:15:40,179131,14,questionnaire-ynix,,38879604,BLIND,11404877,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1263x559,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent6,1
8,1720631741944,10/07/2024 17:15:41,1720631740798,1,10/07/2024 18:15:40,179131,14,questionnaire-ynix,,38879604,BLIND,11404877,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1263x559,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent7,1
9,1720631741944,10/07/2024 17:15:41,1720631740798,1,10/07/2024 18:15:40,179131,14,questionnaire-ynix,,38879604,BLIND,11404877,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1263x559,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,72114
1,1720687475519,11/07/2024 08:44:35,1720687475447,1,11/07/2024 09:44:35,179131,14,questionnaire-ynix,,38890351,BLIND,11407914,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x929,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1720687481234,11/07/2024 08:44:41,1720687481206,1,11/07/2024 09:44:41,179131,14,questionnaire-ynix,,38890351,BLIND,11407914,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent1,1
3,1720687481296,11/07/2024 08:44:41,1720687481207,1,11/07/2024 09:44:41,179131,14,questionnaire-ynix,,38890351,BLIND,11407914,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent2,1
4,1720687481296,11/07/2024 08:44:41,1720687481207,1,11/07/2024 09:44:41,179131,14,questionnaire-ynix,,38890351,BLIND,11407914,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent3,1
5,1720687481296,11/07/2024 08:44:41,1720687481207,1,11/07/2024 09:44:41,179131,14,questionnaire-ynix,,38890351,BLIND,11407914,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent4,1
6,1720687481296,11/07/2024 08:44:41,1720687481207,1,11/07/2024 09:44:41,179131,14,questionnaire-ynix,,38890351,BLIND,11407914,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent5,1
7,1720687481296,11/07/2024 08:44:41,1720687481207,1,11/07/2024 09:44:41,179131,14,questionnaire-ynix,,38890351,BLIND,11407914,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent6,1
8,1720687481296,11/07/2024 08:44:41,1720687481207,1,11/07/2024 09:44:41,179131,14,questionnaire-ynix,,38890351,BLIND,11407914,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,consent7,1
9,1720687481296,11/07/2024 08:44:41,1720687481207,1,11/07/2024 09:44:41,179131,14,questionnaire-ynix,,38890351,BLIND,11407914,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1903x929,Consent,,,Consent form,3,Set1,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,5760
1,1720781301243,12/07/2024 10:48:21,1720781386105,1,12/07/2024 11:49:46,179131,14,questionnaire-ynix,,38935439,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1720781315891,12/07/2024 10:48:35,1720781400763,1,12/07/2024 11:50:00,179131,14,questionnaire-ynix,,38935439,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent1,1
3,1720781316016,12/07/2024 10:48:36,1720781400764,1,12/07/2024 11:50:00,179131,14,questionnaire-ynix,,38935439,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent2,1
4,1720781316016,12/07/2024 10:48:36,1720781400764,1,12/07/2024 11:50:00,179131,14,questionnaire-ynix,,38935439,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent3,1
5,1720781316016,12/07/2024 10:48:36,1720781400764,1,12/07/2024 11:50:00,179131,14,questionnaire-ynix,,38935439,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent4,1
6,1720781316016,12/07/2024 10:48:36,1720781400764,1,12/07/2024 11:50:00,179131,14,questionnaire-ynix,,38935439,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent5,1
7,1720781316016,12/07/2024 10:48:36,1720781400764,1,12/07/2024 11:50:00,179131,14,questionnaire-ynix,,38935439,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent6,1
8,1720781316016,12/07/2024 10:48:36,1720781400764,1,12/07/2024 11:50:00,179131,14,questionnaire-ynix,,38935439,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent7,1
9,1720781316016,12/07/2024 10:48:36,1720781400764,1,12/07/2024 11:50:00,179131,14,questionnaire-ynix,,38935439,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,14659
1,1721138248149,16/07/2024 13:57:28,1721138248409,1,16/07/2024 14:57:28,179131,14,questionnaire-ynix,,39005659,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x572,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1721138290079,16/07/2024 13:58:10,1721138290392,1,16/07/2024 14:58:10,179131,14,questionnaire-ynix,,39005659,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x572,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent1,1
3,1721138290149,16/07/2024 13:58:10,1721138290394,1,16/07/2024 14:58:10,179131,14,questionnaire-ynix,,39005659,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x572,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent2,1
4,1721138290149,16/07/2024 13:58:10,1721138290394,1,16/07/2024 14:58:10,179131,14,questionnaire-ynix,,39005659,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x572,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent3,1
5,1721138290149,16/07/2024 13:58:10,1721138290394,1,16/07/2024 14:58:10,179131,14,questionnaire-ynix,,39005659,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x572,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent4,1
6,1721138290149,16/07/2024 13:58:10,1721138290394,1,16/07/2024 14:58:10,179131,14,questionnaire-ynix,,39005659,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x572,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent5,1
7,1721138290149,16/07/2024 13:58:10,1721138290394,1,16/07/2024 14:58:10,179131,14,questionnaire-ynix,,39005659,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x572,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent6,1
8,1721138290149,16/07/2024 13:58:10,1721138290394,1,16/07/2024 14:58:10,179131,14,questionnaire-ynix,,39005659,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x572,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent7,1
9,1721138290149,16/07/2024 13:58:10,1721138290394,1,16/07/2024 14:58:10,179131,14,questionnaire-ynix,,39005659,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1217x572,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,END QUESTIONNAIRE,41985
1,1721201928280,17/07/2024 07:38:48,1721201928218,1,17/07/2024 08:38:48,179131,14,questionnaire-ynix,,39021743,BLIND,11443514,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1098x742,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,BEGIN QUESTIONNAIRE,
2,1721201939375,17/07/2024 07:38:59,1721201939361,1,17/07/2024 08:38:59,179131,14,questionnaire-ynix,,39021743,BLIND,11443514,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1536x864,1083x742,Consent,,,Consent form,3,Set2,Consent,Over 18,Proficiency English,No,consent1,1
