Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instr_text,Spreadsheet: digit,Spreadsheet: correct,Spreadsheet: random_blocks,Spreadsheet: random_trials,Spreadsheet: size,randomiser-mq2e,branch-s3b7,branch-wcx7,branch-spxp
47,1755088515591,13/08/2025 12:35,1755092115591,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,20,trial_withFeedback,mask,zabu7l,2,response,space,63.69999999999709,62.5,63.69999999999709,63.69999999999709,62.5,63.69999999999709,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,5,space,,,170,probe_selfreport,Eligible,Voucher,Yes
48,1755088516792,13/08/2025 12:35,1755092116792,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,21,trial_withFeedback,digit,9x41os,1,timedOut,,203.1999999999971,201.39999999999418,203.1999999999971,203.1999999999971,201.39999999999418,203.1999999999971,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,6,space,,,120,probe_selfreport,Eligible,Voucher,Yes
49,1755088516886,13/08/2025 12:35,1755092116886,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,21,trial_withFeedback,mask,zabu7l,2,response,space,96.80000000000291,90.27999999999884,96.80000000000291,96.80000000000291,90.27999999999884,96.80000000000291,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,6,space,,,120,probe_selfreport,Eligible,Voucher,Yes
50,1755088518083,13/08/2025 12:35,1755092118083,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,22,trial_withFeedback,digit,9x41os,1,timedOut,,202.52000000000407,201.40000000000873,202.52000000000407,202.52000000000407,201.40000000000873,202.52000000000407,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,4,space,,,150,probe_selfreport,Eligible,Voucher,Yes
51,1755088518152,13/08/2025 12:35,1755092118152,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,22,trial_withFeedback,mask,zabu7l,2,response,space,69.4600000000064,62.5,69.4600000000064,69.4600000000064,62.5,69.4600000000064,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,4,space,,,150,probe_selfreport,Eligible,Voucher,Yes
52,1755088524412,13/08/2025 12:35,1755092124412,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,1,probe,screen1,zdzjkm,1,response,,5267.619999999995,5263.940000000002,5267.619999999995,5267.619999999995,5263.940000000002,5267.619999999995,1,0,0,tune out,Click Response,resp_tuneOut,5,object-136,probe,,,,,,,probe_selfreport,Eligible,Voucher,Yes
53,1755088529410,13/08/2025 12:35,1755092129410,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,1,probe,ready,gcqbye,2,timedOut,,5000.679999999993,5000.039999999994,5000.679999999993,5000.679999999993,5000.039999999994,5000.679999999993,1,0,0,,Time Limit,screen,0,screen,probe,,,,,,,probe_selfreport,Eligible,Voucher,Yes
54,1755088529611,13/08/2025 12:35,1755092129611,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,23,trial_withFeedback,digit,9x41os,1,timedOut,,202.63999999999942,201.38000000000466,202.63999999999942,202.63999999999942,201.38000000000466,202.63999999999942,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,9,space,,,120,probe_selfreport,Eligible,Voucher,Yes
55,1755088529697,13/08/2025 12:35,1755092129697,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,23,trial_withFeedback,mask,zabu7l,2,response,space,87.25999999999476,83.33999999999651,87.25999999999476,87.25999999999476,83.33999999999651,87.25999999999476,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,9,space,,,120,probe_selfreport,Eligible,Voucher,Yes
56,1755088530896,13/08/2025 12:35,1755092130896,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,24,trial_withFeedback,digit,9x41os,1,timedOut,,201.91999999999825,201.39999999999418,201.91999999999825,201.91999999999825,201.39999999999418,201.91999999999825,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,6,space,,,120,probe_selfreport,Eligible,Voucher,Yes
57,1755088530907,13/08/2025 12:35,1755092130907,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,24,trial_withFeedback,mask,zabu7l,2,response,space,12.520000000004075,6.940000000002328,12.520000000004075,12.520000000004075,6.940000000002328,12.520000000004075,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,6,space,,,120,probe_selfreport,Eligible,Voucher,Yes
58,1755088532105,13/08/2025 12:35,1755092132105,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,25,trial_withFeedback,digit,9x41os,1,timedOut,,202.58000000000175,201.40000000000873,202.58000000000175,202.58000000000175,201.40000000000873,202.58000000000175,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,6,space,,,90,probe_selfreport,Eligible,Voucher,Yes
59,1755088532186,13/08/2025 12:35,1755092132186,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,25,trial_withFeedback,mask,zabu7l,2,response,space,83.17999999999302,76.3799999999901,83.17999999999302,83.17999999999302,76.3799999999901,83.17999999999302,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,6,space,,,90,probe_selfreport,Eligible,Voucher,Yes
60,1755088533382,13/08/2025 12:35,1755092133382,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,26,trial_withFeedback,digit,9x41os,1,timedOut,,202.77999999999884,201.38000000000466,202.77999999999884,202.77999999999884,201.38000000000466,202.77999999999884,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,9,space,,,90,probe_selfreport,Eligible,Voucher,Yes
61,1755088533437,13/08/2025 12:35,1755092133437,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,26,trial_withFeedback,mask,zabu7l,2,response,space,55.55999999999767,48.61999999999534,55.55999999999767,55.55999999999767,48.61999999999534,55.55999999999767,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,9,space,,,90,probe_selfreport,Eligible,Voucher,Yes
62,1755088534632,13/08/2025 12:35,1755092134632,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,27,trial_withFeedback,digit,9x41os,1,timedOut,,201.77999999999884,201.39999999999418,201.77999999999884,201.77999999999884,201.39999999999418,201.77999999999884,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,3,noresponse,,,90,probe_selfreport,Eligible,Voucher,Yes
63,1755088535535,13/08/2025 12:35,1755092135535,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,27,trial_withFeedback,mask,zabu7l,2,response,noresponse,902.7799999999988,902.7799999999988,902.7799999999988,902.7799999999988,902.7799999999988,902.7799999999988,1,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,3,noresponse,,,90,probe_selfreport,Eligible,Voucher,Yes
64,1755088536730,13/08/2025 12:35,1755092136730,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,28,trial_withFeedback,digit,9x41os,1,timedOut,,202.5399999999936,201.39999999999418,202.5399999999936,202.5399999999936,201.39999999999418,202.5399999999936,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,9,space,,,140,probe_selfreport,Eligible,Voucher,Yes
65,1755088536849,13/08/2025 12:35,1755092136849,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,28,trial_withFeedback,mask,zabu7l,2,response,space,121.13999999999942,118.05999999999767,121.13999999999942,121.13999999999942,118.05999999999767,121.13999999999942,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,9,space,,,140,probe_selfreport,Eligible,Voucher,Yes
66,1755088538049,13/08/2025 12:35,1755092138049,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,29,trial_withFeedback,digit,9x41os,1,timedOut,,202.08000000000175,201.40000000000873,202.08000000000175,202.08000000000175,201.40000000000873,202.08000000000175,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,5,space,,,160,probe_selfreport,Eligible,Voucher,Yes
67,1755088538112,13/08/2025 12:35,1755092138112,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,29,trial_withFeedback,mask,zabu7l,2,response,space,63.679999999993015,62.5,63.679999999993015,63.679999999993015,62.5,63.679999999993015,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,5,space,,,160,probe_selfreport,Eligible,Voucher,Yes
68,1755088539313,13/08/2025 12:35,1755092139313,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,30,trial_withFeedback,digit,9x41os,1,timedOut,,203.17999999999302,201.3799999999901,203.17999999999302,203.17999999999302,201.3799999999901,203.17999999999302,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,8,space,,,100,probe_selfreport,Eligible,Voucher,Yes
69,1755088539414,13/08/2025 12:35,1755092139414,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,30,trial_withFeedback,mask,zabu7l,2,response,space,101.80000000000291,97.24000000000524,101.80000000000291,101.80000000000291,97.24000000000524,101.80000000000291,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,8,space,,,100,probe_selfreport,Eligible,Voucher,Yes
70,1755088540612,13/08/2025 12:35,1755092140612,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,31,trial_withFeedback,digit,9x41os,1,timedOut,,202.55999999999767,201.39999999999418,202.55999999999767,202.55999999999767,201.39999999999418,202.55999999999767,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,7,space,,,130,probe_selfreport,Eligible,Voucher,Yes
71,1755088540683,13/08/2025 12:35,1755092140683,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,31,trial_withFeedback,mask,zabu7l,2,response,space,73.16000000000349,69.44000000000233,73.16000000000349,73.16000000000349,69.44000000000233,73.16000000000349,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,7,space,,,130,probe_selfreport,Eligible,Voucher,Yes
72,1755088544659,13/08/2025 12:35,1755092144659,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,2,probe,screen1,zdzjkm,1,response,,2979.1800000000076,2972.2400000000052,2979.1800000000076,2979.1800000000076,2972.2400000000052,2979.1800000000076,1,0,0,tune out,Click Response,resp_tuneOut,5,object-136,probe,,,,,,,probe_selfreport,Eligible,Voucher,Yes
73,1755088549654,13/08/2025 12:35,1755092149654,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,2,probe,ready,gcqbye,2,timedOut,,5001.479999999996,5000.039999999994,5001.479999999996,5001.479999999996,5000.039999999994,5001.479999999996,1,0,0,,Time Limit,screen,0,screen,probe,,,,,,,probe_selfreport,Eligible,Voucher,Yes
74,1755088549855,13/08/2025 12:35,1755092149855,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,32,trial_withFeedback,digit,9x41os,1,timedOut,,202.44000000000233,201.40000000000873,202.44000000000233,202.44000000000233,201.40000000000873,202.44000000000233,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,6,space,,,170,probe_selfreport,Eligible,Voucher,Yes
75,1755088550118,13/08/2025 12:35,1755092150118,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,32,trial_withFeedback,mask,zabu7l,2,response,space,263.87999999997555,256.9399999999878,263.87999999997555,263.87999999997555,256.9399999999878,263.87999999997555,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,6,space,,,170,probe_selfreport,Eligible,Voucher,Yes
76,1755088551313,13/08/2025 12:35,1755092151313,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,33,trial_withFeedback,digit,9x41os,1,timedOut,,202.08000000000175,201.38000000000466,202.08000000000175,202.08000000000175,201.38000000000466,202.08000000000175,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,3,noresponse,,,120,probe_selfreport,Eligible,Voucher,Yes
77,1755088551378,13/08/2025 12:35,1755092151378,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,33,trial_withFeedback,mask,zabu7l,2,response,space,65.69999999999709,62.5,65.69999999999709,65.69999999999709,62.5,65.69999999999709,0,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,3,noresponse,,,120,probe_selfreport,Eligible,Voucher,Yes
78,1755088552577,13/08/2025 12:35,1755092152577,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,34,trial_withFeedback,digit,9x41os,1,timedOut,,202.17999999999302,201.3799999999901,202.17999999999302,202.17999999999302,201.3799999999901,202.17999999999302,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,1,space,,,170,probe_selfreport,Eligible,Voucher,Yes
79,1755088552670,13/08/2025 12:35,1755092152670,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,34,trial_withFeedback,mask,zabu7l,2,response,space,93.80000000000291,90.27999999999884,93.80000000000291,93.80000000000291,90.27999999999884,93.80000000000291,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,1,space,,,170,probe_selfreport,Eligible,Voucher,Yes
80,1755088553869,13/08/2025 12:35,1755092153869,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,35,trial_withFeedback,digit,9x41os,1,timedOut,,202.5,201.38000000000466,202.5,202.5,201.38000000000466,202.5,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,5,space,,,110,probe_selfreport,Eligible,Voucher,Yes
81,1755088553930,13/08/2025 12:35,1755092153930,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,35,trial_withFeedback,mask,zabu7l,2,response,space,62.5,55.55999999999767,62.5,62.5,55.55999999999767,62.5,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,5,space,,,110,probe_selfreport,Eligible,Voucher,Yes
82,1755088555125,13/08/2025 12:35,1755092155125,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,36,trial_withFeedback,digit,9x41os,1,timedOut,,202.55999999999767,201.39999999999418,202.55999999999767,202.55999999999767,201.39999999999418,202.55999999999767,0,0,0,,Time Limit,screen,0,screen,trial_withFeedback,,2,space,,,150,probe_selfreport,Eligible,Voucher,Yes
83,1755088555149,13/08/2025 12:35,1755092155149,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,36,trial_withFeedback,mask,zabu7l,2,response,space,24.160000000003492,20.820000000006985,24.160000000003492,24.160000000003492,20.820000000006985,24.160000000003492,1,0,0,space,Keyboard Response,response,3,object-127,trial_withFeedback,,2,space,,,150,probe_selfreport,Eligible,Voucher,Yes
84,1755088558208,13/08/2025 12:35,1755092158208,1,13/08/2025 14:35,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,4,instruction1,screen1,755tgm,1,continue,,2062.320000000007,2055.560000000012,2062.320000000007,2062.320000000007,2055.560000000012,2062.320000000007,1,0,0,,Click To Continue,next,3,object-4,instruction1,"## You've now completed the second practice.
<br/><br/>
## Well done!
<br/><br/>
## We'll do one more practice block, but this time you won't receive any feedback.",,,,,,probe_selfreport,Eligible,Voucher,Yes
85,1755088563203,13/08/2025 12:36,1755092163203,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,3,ready,screen1,vndsmx,1,timedOut,,5001.759999999995,5000.039999999994,5001.759999999995,5001.759999999995,5000.039999999994,5001.759999999995,1,0,0,,Time Limit,screen,0,screen,ready,,,,,,,probe_selfreport,Eligible,Voucher,Yes
