Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instr_text,Spreadsheet: digit,Spreadsheet: correct,Spreadsheet: random_blocks,Spreadsheet: random_trials,Spreadsheet: size,randomiser-mq2e,branch-s3b7,branch-wcx7,branch-spxp
97,1755088568970,13/08/2025 12:36,1755092168970,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,6,trial,mask,y6xgix,2,response,space,46.44000000000233,41.66000000000349,46.44000000000233,46.44000000000233,41.66000000000349,46.44000000000233,1,0,0,space,Keyboard Response,response,3,object-75,trial,,4,space,,,100,probe_selfreport,Eligible,Voucher,Yes
98,1755088570029,13/08/2025 12:36,1755092170029,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,7,trial,digit,9l7l5c,1,timedOut,,202.6600000000035,201.40000000000873,202.6600000000035,202.6600000000035,201.40000000000873,202.6600000000035,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,,,140,probe_selfreport,Eligible,Voucher,Yes
99,1755088570076,13/08/2025 12:36,1755092170076,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,7,trial,mask,y6xgix,2,response,space,47.25999999999476,41.65999999998894,47.25999999999476,47.25999999999476,41.65999999998894,47.25999999999476,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,,,140,probe_selfreport,Eligible,Voucher,Yes
100,1755088571134,13/08/2025 12:36,1755092171134,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,8,trial,digit,9l7l5c,1,timedOut,,203.47999999999593,201.3799999999901,203.47999999999593,203.47999999999593,201.3799999999901,203.47999999999593,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,,,140,probe_selfreport,Eligible,Voucher,Yes
101,1755088571165,13/08/2025 12:36,1755092171165,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,8,trial,mask,y6xgix,2,response,space,32.10000000000582,27.779999999998836,32.10000000000582,32.10000000000582,27.779999999998836,32.10000000000582,1,0,0,space,Keyboard Response,response,3,object-75,trial,,9,space,,,140,probe_selfreport,Eligible,Voucher,Yes
102,1755088574275,13/08/2025 12:36,1755092174275,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,3,probe,screen1,zdzjkm,1,response,,2240.300000000003,2236.12000000001,2240.300000000003,2240.300000000003,2236.12000000001,2240.300000000003,1,0,0,on task,Click Response,resp_onTask,2,object-133,probe,,,,,,,probe_selfreport,Eligible,Voucher,Yes
103,1755088579273,13/08/2025 12:36,1755092179273,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,3,probe,ready,gcqbye,2,timedOut,,5001.179999999993,5000.039999999994,5001.179999999993,5001.179999999993,5000.039999999994,5001.179999999993,1,0,0,,Time Limit,screen,0,screen,probe,,,,,,,probe_selfreport,Eligible,Voucher,Yes
104,1755088579474,13/08/2025 12:36,1755092179474,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,9,trial,digit,9l7l5c,1,timedOut,,203.13999999999942,201.39999999999418,203.13999999999942,203.13999999999942,201.39999999999418,203.13999999999942,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,,,110,probe_selfreport,Eligible,Voucher,Yes
105,1755088579578,13/08/2025 12:36,1755092179578,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,9,trial,mask,y6xgix,2,response,space,104.16000000000349,97.22000000000116,104.16000000000349,104.16000000000349,97.22000000000116,104.16000000000349,1,0,0,space,Keyboard Response,response,3,object-75,trial,,4,space,,,110,probe_selfreport,Eligible,Voucher,Yes
106,1755088580578,13/08/2025 12:36,1755092180578,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,10,trial,digit,9l7l5c,1,timedOut,,202.9600000000064,201.38000000000466,202.9600000000064,202.9600000000064,201.38000000000466,202.9600000000064,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,,,150,probe_selfreport,Eligible,Voucher,Yes
107,1755088580745,13/08/2025 12:36,1755092180745,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,10,trial,mask,y6xgix,2,response,space,168.58000000000175,166.68000000000757,168.58000000000175,168.58000000000175,166.68000000000757,168.58000000000175,1,0,0,space,Keyboard Response,response,3,object-75,trial,,8,space,,,150,probe_selfreport,Eligible,Voucher,Yes
108,1755088581683,13/08/2025 12:36,1755092181683,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,11,trial,digit,9l7l5c,1,timedOut,,202.77999999999884,201.38000000000466,202.77999999999884,202.77999999999884,201.38000000000466,202.77999999999884,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,,,100,probe_selfreport,Eligible,Voucher,Yes
109,1755088581907,13/08/2025 12:36,1755092181907,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,11,trial,mask,y6xgix,2,response,space,226.39999999999418,222.22000000000116,226.39999999999418,226.39999999999418,222.22000000000116,226.39999999999418,1,0,0,space,Keyboard Response,response,3,object-75,trial,,2,space,,,100,probe_selfreport,Eligible,Voucher,Yes
110,1755088582787,13/08/2025 12:36,1755092182787,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,12,trial,digit,9l7l5c,1,timedOut,,202.61999999999534,201.39999999999418,202.61999999999534,202.61999999999534,201.39999999999418,202.61999999999534,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,,,160,probe_selfreport,Eligible,Voucher,Yes
111,1755088582978,13/08/2025 12:36,1755092182978,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,12,trial,mask,y6xgix,2,response,space,193.22000000000116,187.5,193.22000000000116,193.22000000000116,187.5,193.22000000000116,1,0,0,space,Keyboard Response,response,3,object-75,trial,,4,space,,,160,probe_selfreport,Eligible,Voucher,Yes
112,1755088583890,13/08/2025 12:36,1755092183890,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,13,trial,digit,9l7l5c,1,timedOut,,203.44000000000233,201.39999999999418,203.44000000000233,203.44000000000233,201.39999999999418,203.44000000000233,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,,,170,probe_selfreport,Eligible,Voucher,Yes
113,1755088584104,13/08/2025 12:36,1755092184104,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,13,trial,mask,y6xgix,2,response,space,215.04000000000815,208.32000000000698,215.04000000000815,215.04000000000815,208.32000000000698,215.04000000000815,1,0,0,space,Keyboard Response,response,3,object-75,trial,,7,space,,,170,probe_selfreport,Eligible,Voucher,Yes
114,1755088584995,13/08/2025 12:36,1755092184995,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,14,trial,digit,9l7l5c,1,timedOut,,203.2600000000093,201.38000000000466,203.2600000000093,203.2600000000093,201.38000000000466,203.2600000000093,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,,,100,probe_selfreport,Eligible,Voucher,Yes
115,1755088585898,13/08/2025 12:36,1755092185898,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,14,trial,mask,y6xgix,2,response,noresponse,902.8000000000175,902.8000000000175,902.8000000000175,902.8000000000175,902.8000000000175,902.8000000000175,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,,,100,probe_selfreport,Eligible,Voucher,Yes
116,1755088586100,13/08/2025 12:36,1755092186100,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,15,trial,digit,9l7l5c,1,timedOut,,202.0799999999872,201.37999999997555,202.0799999999872,202.0799999999872,201.37999999997555,202.0799999999872,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,,,120,probe_selfreport,Eligible,Voucher,Yes
117,1755088586175,13/08/2025 12:36,1755092186175,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,15,trial,mask,y6xgix,2,response,space,76.38000000000466,69.44000000000233,76.38000000000466,76.38000000000466,69.44000000000233,76.38000000000466,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,,,120,probe_selfreport,Eligible,Voucher,Yes
118,1755088587203,13/08/2025 12:36,1755092187203,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,16,trial,digit,9l7l5c,1,timedOut,,202.9200000000128,201.40000000002328,202.9200000000128,202.9200000000128,201.40000000002328,202.9200000000128,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,,,160,probe_selfreport,Eligible,Voucher,Yes
119,1755088587261,13/08/2025 12:36,1755092187261,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,16,trial,mask,y6xgix,2,response,space,59.51999999998952,55.55999999999767,59.51999999998952,59.51999999998952,55.55999999999767,59.51999999998952,1,0,0,space,Keyboard Response,response,3,object-75,trial,,4,space,,,160,probe_selfreport,Eligible,Voucher,Yes
120,1755088588308,13/08/2025 12:36,1755092188308,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,17,trial,digit,9l7l5c,1,timedOut,,202.7399999999907,201.39999999999418,202.7399999999907,202.7399999999907,201.39999999999418,202.7399999999907,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,,,100,probe_selfreport,Eligible,Voucher,Yes
121,1755088588412,13/08/2025 12:36,1755092188412,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,17,trial,mask,y6xgix,2,response,space,105.33999999999651,104.16000000000349,105.33999999999651,105.33999999999651,104.16000000000349,105.33999999999651,1,0,0,space,Keyboard Response,response,3,object-75,trial,,1,space,,,100,probe_selfreport,Eligible,Voucher,Yes
122,1755088589411,13/08/2025 12:36,1755092189411,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,18,trial,digit,9l7l5c,1,timedOut,,202.55999999999767,201.39999999999418,202.55999999999767,202.55999999999767,201.39999999999418,202.55999999999767,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,,,100,probe_selfreport,Eligible,Voucher,Yes
123,1755088589458,13/08/2025 12:36,1755092189458,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,18,trial,mask,y6xgix,2,response,space,48.16000000000349,41.66000000000349,48.16000000000349,48.16000000000349,41.66000000000349,48.16000000000349,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,,,100,probe_selfreport,Eligible,Voucher,Yes
124,1755088592763,13/08/2025 12:36,1755092192763,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,5,instruction1,screen1,755tgm,1,continue,,2450.3800000000047,2444.459999999992,2450.3800000000047,2450.3800000000047,2444.459999999992,2450.3800000000047,1,0,0,,Click To Continue,next,3,object-4,instruction1,"## Well done, you've now completed all practice blocks.
<br/><br/>
## You are now ready to complete the task.
<br/><br/>
## This will take approximately 5 minutes.",,,,,,probe_selfreport,Eligible,Voucher,Yes
125,1755088597759,13/08/2025 12:36,1755092197759,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,4,ready,screen1,vndsmx,1,timedOut,,5000.920000000013,5000.040000000008,5000.920000000013,5000.920000000013,5000.040000000008,5000.920000000013,1,0,0,,Time Limit,screen,0,screen,ready,,,,,,,probe_selfreport,Eligible,Voucher,Yes
126,1755088597960,13/08/2025 12:36,1755092197960,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,19,trial,digit,9l7l5c,1,timedOut,,202.88000000000466,201.39999999999418,202.88000000000466,202.88000000000466,201.39999999999418,202.88000000000466,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,,1,90,probe_selfreport,Eligible,Voucher,Yes
127,1755088598081,13/08/2025 12:36,1755092198081,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,19,trial,mask,y6xgix,2,response,space,121.48000000001048,118.04000000000815,121.48000000001048,121.48000000001048,118.04000000000815,121.48000000001048,1,0,0,space,Keyboard Response,response,3,object-75,trial,,4,space,,1,90,probe_selfreport,Eligible,Voucher,Yes
128,1755088599065,13/08/2025 12:36,1755092199065,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,20,trial,digit,9l7l5c,1,timedOut,,202.70000000001164,201.38000000000466,202.70000000001164,202.70000000001164,201.38000000000466,202.70000000001164,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,,1,160,probe_selfreport,Eligible,Voucher,Yes
129,1755088599167,13/08/2025 12:36,1755092199167,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,20,trial,mask,y6xgix,2,response,space,104.16000000000349,97.22000000000116,104.16000000000349,104.16000000000349,97.22000000000116,104.16000000000349,1,0,0,space,Keyboard Response,response,3,object-75,trial,,9,space,,1,160,probe_selfreport,Eligible,Voucher,Yes
130,1755088600169,13/08/2025 12:36,1755092200169,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,21,trial,digit,9l7l5c,1,timedOut,,203.51999999998952,201.37999999997555,203.51999999998952,203.51999999998952,201.37999999997555,203.51999999998952,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,,1,160,probe_selfreport,Eligible,Voucher,Yes
131,1755088600281,13/08/2025 12:36,1755092200281,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,21,trial,mask,y6xgix,2,response,space,114.14000000001397,111.12000000002445,114.14000000001397,114.14000000001397,111.12000000002445,114.14000000001397,1,0,0,space,Keyboard Response,response,3,object-75,trial,,7,space,,1,160,probe_selfreport,Eligible,Voucher,Yes
132,1755088601273,13/08/2025 12:36,1755092201273,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,22,trial,digit,9l7l5c,1,timedOut,,203.35999999998603,201.39999999999418,203.35999999998603,203.35999999998603,201.39999999999418,203.35999999998603,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,,1,110,probe_selfreport,Eligible,Voucher,Yes
133,1755088601415,13/08/2025 12:36,1755092201415,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,22,trial,mask,y6xgix,2,response,space,143.95999999999185,138.88000000000466,143.95999999999185,143.95999999999185,138.88000000000466,143.95999999999185,1,0,0,space,Keyboard Response,response,3,object-75,trial,,1,space,,1,110,probe_selfreport,Eligible,Voucher,Yes
134,1755088602377,13/08/2025 12:36,1755092202377,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,23,trial,digit,9l7l5c,1,timedOut,,203.17999999999302,201.39999999999418,203.17999999999302,203.17999999999302,201.39999999999418,203.17999999999302,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,,1,100,probe_selfreport,Eligible,Voucher,Yes
135,1755088602506,13/08/2025 12:36,1755092202506,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,23,trial,mask,y6xgix,2,response,space,129.77999999999884,125,129.77999999999884,129.77999999999884,125,129.77999999999884,1,0,0,space,Keyboard Response,response,3,object-75,trial,,2,space,,1,100,probe_selfreport,Eligible,Voucher,Yes
136,1755088603482,13/08/2025 12:36,1755092203482,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,24,trial,digit,9l7l5c,1,timedOut,,203,201.38000000000466,203,203,201.38000000000466,203,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,,,170,probe_selfreport,Eligible,Voucher,Yes
137,1755088604384,13/08/2025 12:36,1755092204384,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,24,trial,mask,y6xgix,2,response,noresponse,902.7999999999884,902.7999999999884,902.7999999999884,902.7999999999884,902.7999999999884,902.7999999999884,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,,,170,probe_selfreport,Eligible,Voucher,Yes
138,1755088604586,13/08/2025 12:36,1755092204586,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,25,trial,digit,9l7l5c,1,timedOut,,203.82000000000698,201.38000000000466,203.82000000000698,203.82000000000698,201.38000000000466,203.82000000000698,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,,1,120,probe_selfreport,Eligible,Voucher,Yes
139,1755088604662,13/08/2025 12:36,1755092204662,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,25,trial,mask,y6xgix,2,response,space,76.38000000000466,69.44000000000233,76.38000000000466,76.38000000000466,69.44000000000233,76.38000000000466,1,0,0,space,Keyboard Response,response,3,object-75,trial,,8,space,,1,120,probe_selfreport,Eligible,Voucher,Yes
140,1755088605690,13/08/2025 12:36,1755092205690,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,26,trial,digit,9l7l5c,1,timedOut,,203.6600000000035,201.39999999999418,203.6600000000035,203.6600000000035,201.39999999999418,203.6600000000035,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,,1,100,probe_selfreport,Eligible,Voucher,Yes
141,1755088605761,13/08/2025 12:36,1755092205761,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,26,trial,mask,y6xgix,2,response,space,73.26000000000931,69.44000000000233,73.26000000000931,73.26000000000931,69.44000000000233,73.26000000000931,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,,1,100,probe_selfreport,Eligible,Voucher,Yes
142,1755088606795,13/08/2025 12:36,1755092206795,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,27,trial,digit,9l7l5c,1,timedOut,,203.48000000001048,201.40000000002328,203.48000000001048,203.48000000001048,201.40000000002328,203.48000000001048,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,,1,120,probe_selfreport,Eligible,Voucher,Yes
143,1755088606909,13/08/2025 12:36,1755092206909,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,27,trial,mask,y6xgix,2,response,space,116.0799999999872,111.09999999997672,116.0799999999872,116.0799999999872,111.09999999997672,116.0799999999872,1,0,0,space,Keyboard Response,response,3,object-75,trial,,6,space,,1,120,probe_selfreport,Eligible,Voucher,Yes
144,1755088607898,13/08/2025 12:36,1755092207898,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,28,trial,digit,9l7l5c,1,timedOut,,202.29999999998836,201.39999999999418,202.29999999998836,202.29999999998836,201.39999999999418,202.29999999998836,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,12,12,140,probe_selfreport,Eligible,Voucher,Yes
145,1755088608073,13/08/2025 12:36,1755092208073,1,13/08/2025 14:36,233799,28,task-jj2g,,48676680,BLINDED,13955495,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1536x864,1536x703,,,0,SART - JB2012 Exp2,7,spreadsheet3,spreadsheet3,28,trial,mask,y6xgix,2,response,space,176.89999999999418,173.60000000000582,176.89999999999418,176.89999999999418,173.60000000000582,176.89999999999418,1,0,0,space,Keyboard Response,response,3,object-75,trial,,5,space,12,12,140,probe_selfreport,Eligible,Voucher,Yes
